Time,Trace_vel,Backaz,MdCCM,Sigma_tau,datetime,airt_c_avg,nearest_met_time,met_time_difference_s,vel_corrected_5C,label,Pressure,Duration_seconds
19324.619814814818,0.3288666378989093,326.1501645353582,0.7579958755756643,0.0244826791575816,2022-11-28 14:52:32.000000,0.641,2024-03-18 09:15:00,-264.0,0.33147422703871615,Glacier,0.04993793859259478,20.0
20353.42861111111,0.3279150300366635,327.3233780189461,0.7666325904730297,0.0052620443867133,2025-09-22 10:17:12.000000,4.679,2023-06-07 19:45:00,-60.0,0.3281044097234072,Glacier,0.17956623627884893,20.0
19589.754444444443,0.3267823258525427,332.0458123119282,0.9031828421642668,0.0077617799145035,2023-08-20 18:06:24.000000,-0.937,2025-01-20 02:45:00,368.0,0.3303266863089078,Glacier,0.11293985561983413,20.0
20337.62949074074,0.3290184863110124,327.4848885558789,0.9390114944584046,0.006400524770322,2025-09-06 15:06:28.000000,2.301,2023-05-23 04:45:00,76.0,0.3306264967634365,Glacier,0.4743688543933384,20.0
19591.70375,0.3282888802566915,333.72751875176203,0.7342919300175162,0.0059559167575706,2023-08-22 16:53:24.000000,-1.084,2025-01-22 01:15:00,-8.0,0.331939219896925,Glacier,0.11849067340058078,20.0
20312.229351851853,0.328757037672742,328.60990781920685,0.8549611111530634,0.0089184448650082,2025-08-12 05:30:16.000000,-0.12,2023-04-25 16:45:00,212.0,0.3318252315316699,Glacier,0.42894720546955756,20.0
19609.478240740744,0.3236079780212986,327.393749338688,0.7902770860876462,0.0085022520399651,2023-09-09 11:28:40.000000,-5.33,2025-02-07 14:45:00,240.0,0.3297898226746047,Glacier,0.23674776992157737,20.0
19284.276157407407,0.3234042725131412,332.67592641546577,0.9477722605526208,0.009524662690525,2022-10-19 06:37:40.000000,-4.451,2024-02-06 14:45:00,-144.0,0.329042699992388,Glacier,0.5075889042220132,20.0
19558.38037037037,0.3259797368096779,330.2730846448035,0.7980732969672079,0.0067019946606468,2023-07-20 09:07:44.000000,-0.849,2024-11-04 12:00:00,24.0,0.3294621428492764,Glacier,0.28999177881042604,20.0
19981.76685185185,0.3259066398352649,331.9081890185242,0.9410935160949404,0.007167598768514,2024-09-15 18:24:16.000000,-1.749,2026-01-24 20:15:00,-404.0,0.32993395951217364,Glacier,0.6992854159776837,20.0
20311.190972222223,0.3267151493994176,328.5696243505079,0.9598131525237896,0.008262606784893,2025-08-11 04:35:00.000000,0.701,2023-04-24 16:00:00,-8.0,0.32926960239051667,Glacier,0.5299370548546181,20.0
19931.76125,0.324985015114336,333.1572641136966,0.7405040914361074,0.0038598279676122,2024-07-27 18:16:12.000000,-4.502,2025-12-06 00:00:00,384.0,0.330682386044749,Glacier,0.20007471947681538,20.0
20185.12722222222,0.3265344771958783,332.0262054812427,0.7516018117310868,0.0233656001910252,2025-04-07 03:03:12.000000,-1.869,2022-12-15 12:15:00,144.0,0.3306426601719688,Glacier,0.2113285919407576,20.0
19637.703657407408,0.3243961059311299,327.7659158983446,0.7988177496104805,0.011270790433961,2023-10-07 16:53:16.000000,-1.648,2025-03-06 08:00:00,8.0,0.3283436697904566,Glacier,0.09122331833780371,20.0
20030.98837962963,0.3224520445925894,327.1758221289696,0.8712911840684732,0.0076394996463083,2024-11-03 23:43:16.000000,-6.684,2026-03-15 15:30:00,156.0,0.32944564116726516,Glacier,0.23237191722127817,20.0
19560.41074074074,0.3283385120327678,326.88759127640054,0.4420130101128898,0.00658748481231,2023-07-22 09:51:28.000000,3.097,2024-11-07 15:15:00,-416.0,0.32946749407720793,Glacier,0.1334454553664361,20.0
20249.23444444445,0.3264082570215796,328.23962422447715,0.856345102411963,0.0234325188497703,2025-06-10 05:37:36.000000,-2.707,2023-02-18 17:45:00,-80.0,0.33102652584837017,Glacier,0.20937527712175286,20.0
19621.674074074075,0.3262387339095405,331.0682526029144,0.8510718908161617,0.0056962840715926,2023-09-21 16:10:40.000000,1.921,2025-02-18 13:15:00,20.0,0.32805952518537645,Glacier,0.053248037519906796,20.0
20364.09263888889,0.334346490781134,332.12849194064046,0.6106560701268734,0.0076410340419367,2025-10-03 02:13:24.000000,9.45,2023-06-18 08:00:00,152.0,0.33170362881203075,Glacier,0.8581453173961897,20.0
20041.94638888889,0.3245882064070792,331.2347729812286,0.5027785261239255,0.0056162703358492,2024-11-14 22:42:48.000000,-6.203,2026-03-23 21:45:00,184.0,0.3313292260134553,Glacier,0.019755237292222193,20.0
20320.989953703705,0.3284333448181842,330.8464079399893,0.9226874965893268,0.0068553423778774,2025-08-20 23:45:32.000000,2.374,2023-05-05 15:15:00,-128.0,0.32999477081552264,Glacier,0.31086690585113974,20.0
20369.812777777777,0.3288633647389368,332.4280623979855,0.85085582811496,0.006574018596436,2025-10-08 19:30:24.000000,6.071,2023-06-26 04:00:00,124.0,0.3282320528821336,Glacier,0.16840217651198625,20.0
19287.56527777778,0.3265715763469319,326.9495210192358,0.4792836204397733,0.0050460687169384,2022-10-22 13:34:00.000000,-2.416,2024-02-11 00:15:00,-364.0,0.3310141161847513,Glacier,0.07307231551082578,20.0
20022.35717592593,0.3262600695646788,331.2911393321299,0.6789325743028061,0.005418297677177,2024-10-26 08:34:20.000000,-0.218,2026-03-06 18:00:00,260.0,0.3293640753845741,Glacier,0.2778111278893852,20.0
20001.274814814813,0.3262387339095405,331.0682526029144,0.6707635141767833,0.0056962840715926,2024-10-05 06:35:44.000000,-3.352,2026-02-13 15:15:00,-124.0,0.33124985143406754,Glacier,1.2959018045026718,20.0
20302.741250000003,0.3262387339107884,331.0682526029359,0.7644218133637393,0.0056962840714151,2025-08-02 17:47:24.000000,-3.495,2023-04-15 03:45:00,372.0,0.33133767189189,Glacier,0.22915251844716397,20.0
20030.13847222222,0.3248672526614972,333.79941115928693,0.6339080338215033,0.0080127613787355,2024-11-03 03:19:24.000000,-6.184,2026-03-14 20:00:00,-316.0,0.3316022667611313,Glacier,0.0969184078556618,20.0
19703.208194444447,0.3280709963898094,331.55654203892715,0.9828757424541592,0.0166956497119083,2023-12-12 04:59:48.000000,0.535,2025-05-04 08:15:00,-404.0,0.3307363064489659,Glacier,0.4267727602127439,20.0
20202.787916666664,0.3273333300606024,331.8352155393724,0.6454451753880529,0.0224892609140565,2025-04-24 18:54:36.000000,-0.124,2023-01-02 14:45:00,-40.0,0.3303906570575599,Glacier,0.02208053422065869,20.0
20029.984120370373,0.3232912964687373,330.06077225571204,0.9130539571965268,0.0075826817547817,2024-11-02 23:37:08.000000,-7.672,2026-03-14 16:15:00,-56.0,0.33091715080159634,Glacier,0.47684047045561484,20.0
20187.85037037037,0.324635610853678,331.9158692864992,0.6601129991668228,0.0250069322963981,2025-04-09 20:24:32.000000,-7.032,2022-12-18 12:00:00,-376.0,0.33189336065906766,Glacier,0.03777188824020365,20.0
19629.664675925924,0.3233926863494604,332.64350430329137,0.9559135000980004,0.0072285100240029,2023-09-29 15:57:08.000000,-3.231,2025-02-26 08:15:00,-236.0,0.3282864804808352,Glacier,0.6503686194720295,20.0
19652.844953703705,0.3224520445925894,327.1758221289696,0.7552877234955988,0.0076394996463083,2023-10-22 20:16:44.000000,-6.11,2025-03-21 04:30:00,80.0,0.32909138052179954,Glacier,0.1350358264931935,20.0
20337.019675925923,0.3298700631284986,332.86601478923086,0.8979428967999278,0.0066610340792063,2025-09-06 00:28:20.000000,2.187,2023-05-22 14:30:00,-388.0,0.331550851518958,Glacier,0.2724799301026074,20.0
20362.11615740741,0.3283095852890675,332.52415052638065,0.4541836194670554,0.0074328431556402,2025-10-01 02:47:16.000000,4.573,2023-06-16 09:00:00,-116.0,0.3285618768698047,Glacier,0.052111419393366845,20.0
19915.2125925926,0.3277203909442779,328.7590916287187,0.9215110328281768,0.0080180602802526,2024-07-11 05:06:08.000001,1.458,2025-11-20 20:30:00,-300.0,0.3298271513196711,Glacier,1.0782603812903395,20.0
19287.565,0.3265165149515275,327.2027879237554,0.9331682278063812,0.0055287004471832,2022-10-22 13:33:36.000000,-2.416,2024-02-11 00:15:00,-388.0,0.33095830575770935,Glacier,0.4543318446383908,20.0
19900.827638888888,0.3283951358925815,329.611188593106,0.2011074040995566,0.0144039596481723,2024-06-26 19:51:48.000000,1.133,2025-11-07 10:45:00,-60.0,0.3307019855838006,Glacier,0.41172383981137073,20.0
20011.47763888888,0.3267151493981968,328.5696243504961,0.9525926476090164,0.0082626067850282,2024-10-15 11:27:47.999999,-2.528,2026-02-23 21:00:00,-20.0,0.3312281623503225,Glacier,0.7642397953088587,20.0
20276.52458333333,0.3225897477919778,327.1011783713966,0.5279049143613647,0.0102679627327444,2025-07-07 12:35:24.000000,-5.0,2023-03-19 21:45:00,-192.0,0.3285497888903804,Glacier,0.04911855700266429,20.0
19644.39125,0.3262387339095405,331.0682526029144,0.9472333446913036,0.0056962840715926,2023-10-14 09:23:24.000000,-2.867,2025-03-12 20:00:00,164.0,0.33095251805819104,Glacier,0.19905872837865107,20.0
19632.117407407408,0.3291312088981948,331.83508305202395,0.9139309302393556,0.006285992197501,2023-10-02 02:49:04.000000,0.346,2025-02-28 18:45:00,-128.0,0.33191975984759425,Glacier,0.6461804109501544,20.0
19476.779953703703,0.334433111914352,327.4569122343179,0.6676758661371344,0.0222066441766132,2023-04-29 18:43:08.000000,10.8,2024-08-17 14:15:00,-424.0,0.3309999023262173,Glacier,0.04003486896163984,20.0
19252.78208333333,0.3249278342548067,329.6848558662388,0.5526316833056268,0.0128366105527109,2022-09-17 18:46:12.000000,-2.725,2024-01-06 11:45:00,-74096.000001,0.3295361236766572,Glacier,0.029942211352565536,20.0
19915.35226851852,0.3288082240365657,327.45989759443603,0.8970858581417277,0.0159860278312069,2024-07-11 08:27:16.000000,1.331,2025-11-20 23:45:00,72.0,0.3309985261037564,Glacier,1.0252621193239742,20.0
19712.05689814815,0.3305476195185475,331.1192934033919,0.9045539129691106,0.0189648253000765,2023-12-21 01:21:56.000000,4.448,2025-05-09 19:30:00,132.0,0.33087610111797827,Glacier,0.054652462606867805,20.0
19670.552546296298,0.3300586502620407,327.67230634366354,0.7795699182435594,0.0062673952722048,2023-11-09 13:15:40.000000,3.216,2025-04-04 13:30:00,176.0,0.33112223521895795,Glacier,0.26276518523145037,20.0
20277.952638888888,0.3244780875675132,332.71222693619177,0.5872497174410232,0.0133876537658303,2025-07-08 22:51:48.000000,-5.061,2023-03-21 08:15:00,-420.0,0.3305106120658842,Glacier,0.06761886675488477,20.0
19299.13708333333,0.3265292081251289,326.6233588603862,0.6765392496493221,0.0128794785745146,2022-11-03 03:17:24.000000,-3.061,2024-02-22 11:30:00,-220.0,0.3313661323515583,Glacier,0.15995871534788658,20.0
20291.354953703703,0.3243892946511604,330.289332376508,0.8283623352179793,0.0086499265061011,2025-07-22 08:31:08.000000,-2.348,2023-04-03 16:30:00,-364.0,0.328760862979911,Glacier,0.19412119204543804,20.0
20042.66513888889,0.3245870024530811,328.61059599227025,0.9179740550688896,0.0081551914438787,2024-11-15 15:57:48.000000,-6.212,2026-03-24 15:00:00,24.0,0.3313335824854944,Glacier,0.3874305257508627,20.0
20215.229351851853,0.3264275090219007,329.9017224939396,0.860689501072159,0.0218614995223321,2025-05-07 05:30:16.000000,-0.064,2023-01-15 02:00:00,-116.0,0.32944017877570514,Glacier,0.04738423715468098,20.0
19299.33,0.3253029553090533,333.3045826832244,0.6818657941701578,0.0033975528408203,2022-11-03 07:55:12.000000,-4.725,2024-02-22 16:00:00,-228.0,0.3311433667942254,Glacier,0.03485363478989922,20.0
20234.33824074074,0.3267490454808269,332.57604944848566,0.8285431028239456,0.0182647999010241,2025-05-26 08:07:04.000000,-2.802,2023-02-03 16:00:00,64.0,0.33143035283273775,Glacier,0.06085919643743508,20.0
19998.555879629628,0.3249065491284204,333.2834371952686,0.930883241186737,0.0047326412787126,2024-10-02 13:20:28.000000,-2.201,2026-02-10 19:45:00,-264.0,0.3291957512578332,Glacier,0.4930785366045041,20.0
20286.433703703704,0.3262387339107884,331.0682526029359,0.5220515665095276,0.0056962840714151,2025-07-17 10:24:32.000000,-1.528,2023-03-29 17:30:00,388.0,0.33013577105559827,Glacier,0.11777613290609532,20.0
19570.64583333333,0.3243822386012548,329.66685269786194,0.97613374380922,0.0074061050036607,2023-08-01 15:30:00.000000,-4.472,2025-01-02 06:45:00,-164.0,0.3300506142384568,Glacier,2.4976308693606715,20.0
19985.80004629629,0.3302195737816079,329.3702781416816,0.3619518608894189,0.0047927378404553,2024-09-19 19:12:03.999999,2.285,2026-01-28 23:00:00,-156.0,0.3318430922541815,Glacier,0.02908680913069579,20.0
19908.482222222225,0.3265902722326922,328.5660265517314,0.960162395859022,0.0103372970047333,2024-07-04 11:34:24.000000,-2.694,2025-11-14 01:45:00,-32.0,0.33120315609441553,Glacier,0.7414975840869372,20.0
19915.39824074074,0.3266427993821502,329.1601078378331,0.9744569318470824,0.0082773402608085,2024-07-11 09:33:28.000000,1.722,2025-11-21 00:45:00,439.999999,0.3285847245583299,Glacier,2.9556135375153123,20.0
20319.455324074075,0.3241412553228907,328.2566642005983,0.8299296438373247,0.012658374638258,2025-08-19 10:55:40.000000,-1.59,2023-05-04 03:00:00,-100.0,0.32805067964008217,Glacier,0.12101083266531275,20.0
19973.30787037037,0.328481531937227,333.2165866838148,0.6014231432321492,0.0059845613903833,2024-09-07 07:23:20.000000,0.389,2026-01-16 03:45:00,-162.53,0.3312385403057642,Glacier,0.19726788596388997,20.0
19626.51583333333,0.3262387339095405,331.0682526029144,0.9327478762240302,0.0056962840715926,2023-09-26 12:22:48.000000,-0.147,2025-02-23 06:15:00,-264.0,0.3292997078363338,Glacier,0.48390748339921685,20.0
19266.13685185185,0.3253925926224488,327.67307277312057,0.4864872025457761,0.005679987002097,2022-10-01 03:17:04.000000,0.431,2024-01-19 15:30:00,100.0,0.3280984872850972,Glacier,0.04453489109334351,20.0
19553.55277777778,0.3256996650292093,330.78845507208365,0.4588000479871862,0.0057212455172987,2023-07-15 13:16:00.000000,0.221,2024-10-30 14:15:00,-204.0,0.3285342284170332,Glacier,0.06521206517013559,20.0
19911.151898148142,0.3262387339095405,331.0682526029144,0.9125561886796008,0.0056962840715926,2024-07-07 03:38:44.000000,-1.493,2025-11-16 18:00:00,-380.0,0.3301145031978355,Glacier,0.6732029870375935,20.0
19926.734953703704,0.3303057026328767,329.4447140506243,0.8929376530792051,0.0111553782903981,2024-07-22 17:38:20.000000,2.297,2025-12-02 10:15:00,-168.0,0.3319224141288837,Glacier,0.3396645290695585,20.0
19911.017175925925,0.3268149978082495,327.41596060694803,0.8440665909594425,0.0051653207183977,2024-07-07 00:24:44.000000,-2.79,2025-11-16 14:45:00,-276.0,0.3314898931757325,Glacier,0.2203784529949831,20.0
20282.18476851852,0.3215131734622992,329.9927087509506,0.9702925778025544,0.0069563937994532,2025-07-13 04:26:04.000000,-7.231,2023-03-25 10:45:00,-272.0,0.3288240846110513,Glacier,1.193389017710614,20.0
19923.92699074074,0.3282855538619652,331.3821847023423,0.918362365711779,0.0054775935462859,2024-07-19 22:14:52.000000,2.528,2025-11-29 14:45:00,20.0,0.3297541345510533,Glacier,0.46127614836247893,20.0
20160.485879629632,0.3262241965532241,332.7576732328732,0.9121027539307408,0.0252625238394291,2025-03-13 11:39:40.000000,1.856,2022-11-20 11:00:00,104.0,0.32808367250086456,Glacier,0.09988635287079953,20.0
19911.441898148147,0.3267151493981968,328.5696243504961,0.7943129084214517,0.0082626067850282,2024-07-07 10:36:20.000000,-1.038,2025-11-17 00:45:00,304.0,0.3303200667466939,Glacier,0.24356491060736946,20.0
20281.7925,0.3233402480983923,330.31491508052545,0.7718476401920443,0.0064486197046418,2025-07-12 19:01:12.000000,-5.85,2023-03-25 01:15:00,-84.0,0.3298373404321456,Glacier,0.05399361500865281,20.0
20321.06865740741,0.3298131182293758,333.03931803327737,0.5294201158505263,0.006610646817207,2025-08-21 01:38:52.000000,1.611,2023-05-05 17:00:00,236.0,0.3318409007581745,Glacier,0.06852234849716918,20.0
20278.565925925926,0.3245808815694511,333.99693072365613,0.9323284578297764,0.0073552560569385,2025-07-09 13:34:56.000000,-2.661,2023-03-21 23:00:00,-344.0,0.329145304132571,Glacier,0.6572416680188025,20.0
19619.40263888889,0.3290431869341167,333.7086749293935,0.5189630339998486,0.0069013310613324,2023-09-19 09:39:48.000000,0.418,2025-02-16 09:00:00,-320.0,0.33178732216750384,Glacier,0.2394035474101503,20.0
19913.13625,0.3259066398352649,331.9081890185242,0.8001918957045902,0.007167598768514,2024-07-09 03:16:12.000000,-0.554,2025-11-18 18:15:00,-84.0,0.32920998680085234,Glacier,0.610903857781878,20.0
20176.048425925925,0.3254368651185313,327.88510952809924,0.7381211945730978,0.0218283458789022,2025-03-29 01:09:44.000000,-0.258,2022-12-06 06:15:00,-104.000001,0.3285571160508493,Glacier,0.02688153145439142,20.0
19266.392638888887,0.3256996793395234,327.8492600970917,0.5676762376456091,0.0109755771108301,2022-10-01 09:25:24.000000,-2.057,2024-01-19 21:30:00,380.0,0.3299116951821785,Glacier,0.10525818194131178,20.0
20166.12935185185,0.3270642562655481,329.15401203797154,0.7592703146586876,0.0285726773975536,2025-03-19 03:06:16.000000,-2.231,2022-11-26 07:15:00,104.0,0.33140029017258577,Glacier,0.0850583751846491,20.0
20177.542453703703,0.3260953127666404,333.5890448202689,0.7162889059613154,0.021858516241178,2025-03-30 13:01:08.000000,-2.232,2022-12-07 18:15:00,-152.0,0.3304191107780727,Glacier,0.04076737018340363,20.0
20302.721712962964,0.3262387339107884,331.0682526029359,0.6779153608528775,0.0056962840714151,2025-08-02 17:19:16.000000,-3.263,2023-04-15 03:30:00,-344.0,0.33119522919034305,Glacier,0.10174246909831199,20.0
20281.442685185182,0.3262387339107884,331.0682526029359,0.6562264916949302,0.0056962840714151,2025-07-12 10:37:28.000000,-1.475,2023-03-24 16:45:00,220.0,0.33010356704471416,Glacier,0.06690258552645761,20.0
19285.10777777778,0.3255865969304316,333.49507480667694,0.5343080304073773,0.0070806032813473,2022-10-20 02:35:12.000000,-2.446,2024-02-08 12:30:00,-360.0,0.33003402355078854,Glacier,0.03523584218980333,20.0
19555.136898148143,0.328463511778426,331.10468205715785,0.68395507328818,0.005933139157641,2023-07-17 03:17:08.000000,1.267,2024-11-01 06:00:00,-320.0,0.33069007290855557,Glacier,0.15346855984080665,20.0
20182.41675925926,0.3268380799995917,327.726963461066,0.8042548917286623,0.0250195017682392,2025-04-04 10:00:08.000000,-2.489,2022-12-12 16:00:00,396.0,0.33132891757716904,Glacier,0.055303864526454666,20.0
19900.83208333333,0.3289227658207229,332.92917455143765,0.4490735423957896,0.0131345013451278,2024-06-26 19:58:12.000000,1.133,2025-11-07 10:45:00,324.0,0.33123332190952154,Glacier,0.18303099281676477,20.0
19282.89953703704,0.3249065491284204,333.2834371952686,0.8607380299188752,0.0047326412787126,2022-10-17 21:35:20.000000,-3.264,2024-02-05 06:00:00,300.0,0.329843415805406,Glacier,0.14957121765898304,20.0
20238.74296296297,0.3256278705305307,327.8639994215035,0.8537119987924946,0.0205280812010804,2025-05-30 17:49:52.000000,-3.348,2023-02-08 01:30:00,-416.000001,0.33062715410936566,Glacier,0.17952176959950036,20.0
19253.58476851852,0.3245094450848255,329.39187512583027,0.9619375863827756,0.0077142460151893,2022-09-18 14:02:04.000000,-2.725,2024-01-06 11:45:00,-2960.0,0.3291118007017415,Glacier,0.16678351092128324,20.0
19297.97861111112,0.3235137409651803,333.68178333687456,0.7560659628075188,0.0145587106627818,2022-11-01 23:29:12.000001,-2.865,2024-02-21 08:45:00,448.0,0.32818693778695507,Glacier,0.13718367611637422,20.0
20043.728379629632,0.322345220985706,332.80970729989605,0.8688027919736081,0.0091424545038648,2024-11-16 17:28:52.000000,-5.541,2026-03-25 16:30:00,332.0,0.3286324241580391,Glacier,0.26147411986265157,20.0
20334.086203703704,0.3287539824774347,329.4622981544897,0.8263268168309569,0.0077590331412045,2025-09-03 02:04:08.000000,4.626,2023-05-19 17:00:00,-268.0,0.32897522662866996,Glacier,0.14043089663385905,20.0
20311.976296296296,0.3276938739218049,327.0987719578352,0.9318278835158254,0.0056015286658123,2025-08-11 23:25:52.000000,-0.014,2023-04-25 10:45:00,0.0,0.3306879593719306,Glacier,1.0125394188022825,20.0
20326.24314814815,0.3287944712425774,329.7168272457721,0.4089609199751444,0.0061668291752054,2025-08-26 05:50:08.000000,2.249,2023-05-11 21:30:00,-387.999999,0.3304325780864999,Glacier,0.16798017689365533,20.0
19553.522916666665,0.3266385417908028,332.3826244706049,0.9584334314698848,0.0070028465712956,2023-07-15 12:33:00.000000,0.57,2024-10-30 13:30:00,-36.0,0.32927116069715817,Glacier,0.7257778423562512,20.0
20279.36129629629,0.3270329415265837,329.5748395018653,0.5622207024198396,0.0021298263796149,2025-07-10 08:40:16.000000,-1.772,2023-03-22 15:45:00,-260.0,0.33108820863604405,Glacier,0.08422940477387175,20.0
20221.74550925926,0.3259204973374454,330.29053928990373,0.7597399526416708,0.0217344086668239,2025-05-13 17:53:32.000000,-3.119,2023-01-21 17:45:00,-188.0,0.33078392348640273,Glacier,0.047418724713758464,20.0
19268.326203703706,0.3223772489827456,326.6493041331696,0.9312568503206624,0.0089796683099309,2022-10-03 07:49:44.000000,-6.409,2024-01-21 12:30:00,44.0,0.329199395869399,Glacier,0.11232810805118071,20.0
19908.8375925926,0.3260063937543829,333.56875905892366,0.4971269552086282,0.0140766352754844,2024-07-04 20:06:08.000001,-3.45,2025-11-14 10:15:00,44.0,0.3310740767300071,Glacier,0.03128196791555335,20.0
19254.74958333333,0.3262387339095405,331.0682526029144,0.5978819350755713,0.0056962840715926,2022-09-19 17:59:24.000000,-0.361,2024-01-07 14:45:00,344.0,0.3294288485313977,Glacier,0.04946686129058198,20.0
20253.856203703705,0.3226501113960194,326.53720679365773,0.8840430699335394,0.0184622087127559,2025-06-14 20:32:56.000000,-4.216,2023-02-23 11:15:00,80.0,0.32813193216698927,Glacier,0.2887228521195472,20.0
20334.188425925928,0.3286214141454391,329.7408419319671,0.9337504479409664,0.0074653155896044,2025-09-03 04:31:20.000000,4.478,2023-05-19 19:15:00,300.0,0.3289302083246135,Glacier,0.6320550324478436,20.0
19589.17939814815,0.3262387339095405,331.0682526029144,0.7212356360334128,0.0056962840715926,2023-08-20 04:18:20.000000,0.157,2025-01-19 13:15:00,-164.0,0.32911651647274476,Glacier,0.14349682327892715,20.0
20301.04902777778,0.3262387339107884,331.0682526029359,0.9619951542557432,0.0056962840714151,2025-08-01 01:10:36.000000,-0.931,2023-04-13 11:30:00,-172.0,0.32977356409458225,Glacier,0.9204188471567163,20.0
19633.66629629629,0.328025209065309,333.5191700500243,0.6938846280540805,0.0158556968324522,2023-10-03 15:59:28.000000,0.65,2025-03-02 07:30:00,-108.0,0.33062069249947207,Glacier,0.03952942574755072,20.0
19636.623564814818,0.3279150300354513,327.32337801893925,0.4223195816400207,0.0052620443868788,2023-10-06 14:57:56.000000,0.585,2025-03-05 06:00:00,88.0,0.3305488800919903,Glacier,0.08777661929224126,20.0
19709.29407407408,0.3273459471719755,332.78929494615136,0.9735558673437884,0.0209386417668636,2023-12-18 07:03:28.000001,-1.088,2025-05-09 03:45:00,360.0,0.330988235220278,Glacier,0.2730741067895701,20.0
19567.422407407408,0.3267151493981968,328.5696243504961,0.5989704218883846,0.0082626067850282,2023-07-29 10:08:16.000000,-1.419,2024-11-16 05:45:00,-144.0,0.3305515601379279,Glacier,0.0894818799166098,20.0
19977.92722222222,0.3308230164401566,331.9046712526061,0.3562046522688525,0.008716991286016,2024-09-11 22:15:12.000000,6.012,2026-01-20 19:00:00,376.0,0.33022283292444116,Glacier,0.045820335028549486,20.0
19971.18708333333,0.3262387339095405,331.0682526029144,0.6346205720923364,0.0056962840715926,2024-09-05 04:29:24.000000,-2.207,2026-01-13 23:15:00,-12.0,0.33054918258951654,Glacier,0.1968535665177354,20.0
19288.90763888889,0.3262387339095405,331.0682526029144,0.6733268220450312,0.0056962840715926,2022-10-23 21:47:00.000000,-1.791,2024-02-12 08:30:00,104.0,0.3302957154088591,Glacier,0.05286811607082351,20.0
19692.93912037037,0.3282603638669541,333.9671952155992,0.5863474015172083,0.0116045820398276,2023-12-01 22:32:20.000000,-0.094,2025-04-25 08:45:00,128.0,0.33130814794419994,Glacier,0.026563167059895927,20.0
19982.203564814816,0.3256029786819958,330.00961160507865,0.7351268462247639,0.0078861302844548,2024-09-16 04:53:08.000000,-4.136,2026-01-25 06:45:00,-64.0,0.33108572812674497,Glacier,0.1781125700016245,20.0
19579.732222222225,0.3262387339095405,331.0682526029144,0.9546009173523337,0.0056962840715926,2023-08-10 17:34:24.000000,1.053,2025-01-10 05:15:00,-212.000001,0.3285783573509947,Glacier,0.6472686437084265,20.0
20037.79231481481,0.3245970420338694,332.29104614567257,0.9238949327715557,0.0091982932024205,2024-11-10 19:00:56.000000,-7.152,2026-03-21 07:00:00,-384.0,0.33192877596363907,Glacier,0.393207657370901,20.0
19713.32907407408,0.3280412410334401,331.3837613490343,0.9447577984743952,0.0168778590447461,2023-12-22 07:53:52.000000,0.49,2025-05-11 00:00:00,-244.0,0.3307335005037434,Glacier,0.07712712205852987,20.0
19634.767916666664,0.3265202694126183,329.4369843246207,0.9330414453175706,0.0080823643427712,2023-10-04 18:25:48.000000,1.596,2025-03-03 10:00:00,-324.0,0.3285367746037391,Glacier,0.276779094567144,20.0
20001.89236111111,0.3262387339095405,331.0682526029144,0.8881613634475535,0.0056962840715926,2024-10-05 21:25:00.000000,-3.306,2026-02-14 06:00:00,264.0,0.3312216163378622,Glacier,0.9800135059275444,20.0
19629.497453703705,0.3268422263105774,332.10708497273725,0.4962993371278331,0.0072053841103644,2023-09-29 11:56:20.000000,-2.456,2025-02-26 04:15:00,-120.0,0.33131292402056084,Glacier,0.07381522259813486,20.0
19976.81162037037,0.3266427993821502,329.1601078378331,0.8953023705876654,0.0082773402608085,2024-09-10 19:28:44.000000,2.278,2026-01-19 16:30:00,-172.0,0.3282529039017558,Glacier,0.2599620819776743,20.0
20232.060462962963,0.3276239183108267,332.84052631570444,0.6567226620872503,0.0212728921233321,2025-05-24 01:27:04.000000,-1.997,2023-02-01 08:00:00,-392.0,0.33182410014911384,Glacier,0.02724159100840687,20.0
19253.35263888889,0.3262387339095405,331.0682526029144,0.570936909999913,0.0056962840715926,2022-09-18 08:27:48.000000,-2.725,2024-01-06 11:45:00,-23492.0,0.3308656151674086,Glacier,0.22189978551029704,20.0
19974.98875,0.3281211087563567,333.979912895018,0.6105024598238518,0.0070118640081007,2024-09-08 23:43:48.000000,2.721,2026-01-17 21:00:00,-224.0,0.3294736430278176,Glacier,0.08029203832726342,20.0
19572.97208333333,0.3269196449210493,332.08348731226,0.9554391193224072,0.0082446139443474,2023-08-03 23:19:48.000000,-2.599,2025-01-04 14:00:00,116.0,0.3314789686562423,Glacier,1.193883364694902,20.0
20248.79902777778,0.3245370199285501,327.1848623594929,0.5398243675935882,0.0164732145619809,2025-06-09 19:10:36.000000,-5.634,2023-02-18 07:15:00,-356.0,0.33092447994085644,Glacier,0.03983838374277458,20.0
19265.46125,0.3235463480905322,327.75383823459265,0.3425645785732083,0.0068382148475002,2022-09-30 11:04:12.000000,-5.59,2024-01-18 21:30:00,-88.000001,0.32988718176636217,Glacier,0.03855938064242703,20.0
19573.440138888887,0.3291312088981948,331.83508305202395,0.9580754687183808,0.006285992197501,2023-08-04 10:33:48.000000,0.398,2025-01-05 01:15:00,-416.0,0.3318882102697504,Glacier,1.716328962237072,20.0
19553.51486111111,0.3277077880109509,331.8460754742715,0.4177221492126097,0.0074511242095308,2023-07-15 12:21:24.000000,0.643,2024-10-30 13:15:00,176.0,0.3303049821997235,Glacier,0.10073914497355069,20.0
