event_id_,datetime_min,datetime_max,datetime_count,Backaz_mean,Backaz_tolist,Trace_vel_mean,Trace_vel_tolist,MdCCM_mean,MdCCM_max,MdCCM_min,MdCCM_tolist,Sigma_tau_mean,Sigma_tau_max,Sigma_tau_min,Sigma_tau_tolist,airt_c_avg_median,vel_corrected_5C_mean,vel_corrected_5C_tolist,label_first,label_last,label_nunique,label_tolist,Pressure,Duration_seconds,Infrasound_param
20221020_3,2022-10-20 04:33:08.000000,2022-10-20 04:33:56.000000,13,282.2813277556378,"[284.6046265254237, 283.64298903193543, 283.64298903193543, 283.64298903193543, 283.64298903193543, 283.64298903193543, 282.3760836048569, 281.4140835565132, 280.8060168262721, 280.5603762876369, 280.5603762876369, 280.5603762876369, 280.5603762876369]",0.3288010017065864,"[0.3311555714523737, 0.3324665990886101, 0.3324665990886101, 0.3324665990886101, 0.3324665990886101, 0.3324665990886101, 0.3310606229991749, 0.3253646751826217, 0.3247756988483066, 0.3249308645650242, 0.3249308645650242, 0.3249308645650242, 0.3249308645650242]",0.724591582298938,0.7637864015172787,0.5788497303103376,"[0.5788497303103376, 0.7142220348953191, 0.751306431272679, 0.7637864015172787, 0.7461681202338092, 0.7527166755445526, 0.7468275550595889, 0.7617456684502918, 0.7569553993796727, 0.7559886305260188, 0.7506664318641222, 0.7072671276274811, 0.6331903632050425]",0.0065445693180608,0.0086310820828458,0.0043058081782749,"[0.0043058081782749, 0.0048555456476013, 0.0048555456476013, 0.0048555456476013, 0.0048555456476013, 0.0048555456476013, 0.00800994706638, 0.0086310820828458, 0.0086018954358791, 0.0078132350333513, 0.0078132350333513, 0.0078132350333513, 0.0078132350333513]",1.352,0.3309785946458,"[0.33334875830531224, 0.33466846865391564, 0.33466846865391564, 0.33466846865391564, 0.33466846865391564, 0.33466846865391564, 0.33325318102470664, 0.3275195099175215, 0.3269266328934265, 0.3270828262462139, 0.3270828262462139, 0.3270828262462139, 0.3270828262462139]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.0322559008880151,68.0,2.1934012603850324
20221020_4,2022-10-20 04:42:32.000000,2022-10-20 04:42:56.000000,7,281.1089360169538,"[281.2232368792614, 281.2232368792614, 280.9939908715714, 280.9939908715714, 280.9939908715714, 280.9939908715714, 281.3401148738681]",0.3244501876811861,"[0.3250034522182156, 0.3250034522182156, 0.3245058193999535, 0.3245058193999535, 0.3245058193999535, 0.3245058193999535, 0.3231211317320575]",0.6607621023858936,0.7070145443916298,0.6074345185117591,"[0.6326580268956444, 0.6577241428010955, 0.7070145443916298, 0.6715919090493192, 0.6758681415717315, 0.6730434334800758, 0.6074345185117591]",0.0074041985940951,0.0076356434356522,0.007042029227332,"[0.007042029227332, 0.007042029227332, 0.0076356434356522, 0.0076356434356522, 0.0076356434356522, 0.0076356434356522, 0.0072027579613929]",1.037,0.3267865188381122,"[0.3273437673739956, 0.3273437673739956, 0.32684255115494615, 0.32684255115494615, 0.32684255115494615, 0.32684255115494615, 0.3254478924990096]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.0238011688670658,44.0,1.0472514301508955
20221020_5,2022-10-20 06:41:24.000000,2022-10-20 06:42:12.000000,13,289.5676323207082,"[289.3936770409317, 290.4752167259248, 290.7290358961298, 290.7290358961298, 290.0694738778336, 290.8322275020712, 289.4108323265427, 289.00256076641114, 289.31020871235216, 288.8879551262163, 288.3962386992073, 288.3721686243239, 288.77058897513245]",0.3306885151233554,"[0.3289711410239284, 0.3346523052848066, 0.3356854065576887, 0.3356854065576887, 0.3328030755350821, 0.33584702392101, 0.326653551777457, 0.3264582403629887, 0.3284966893851928, 0.3321477476759971, 0.3280678112697783, 0.3265232884744562, 0.3269590087775462]",0.5427692748349362,0.6244092524734502,0.4207047635950298,"[0.4207047635950298, 0.4248858618326765, 0.5220271506765545, 0.5461758835073347, 0.5422511952167894, 0.5446508259595271, 0.5548518857454413, 0.5258887171325551, 0.6019718983651221, 0.616002322479201, 0.6244092524734502, 0.5753735458947992, 0.5568072699756896]",0.007043941651933,0.0150719877960026,0.0043876888546704,"[0.0068734949452307, 0.0043876888546704, 0.0046028875601042, 0.0046028875601042, 0.0065906658467605, 0.0150719877960026, 0.0062840770533558, 0.0053084721128031, 0.0062938646791507, 0.007150367903323, 0.0082207606102723, 0.0079442466643228, 0.0082398398890294]",2.038,0.3324634430801142,"[0.3307368511966944, 0.33644850837405565, 0.3374871546847832, 0.3374871546847832, 0.3345893531221406, 0.33764963950845867, 0.3284068225888369, 0.32821046286554034, 0.33025985299997684, 0.3339305078752881, 0.32982867293658935, 0.32827586011435705, 0.32871391908998]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.0187769028627427,68.0,1.27682939466651
20221020_6,2022-10-20 07:00:08.000000,2022-10-20 07:00:08.000000,1,281.52198311624284,[281.52198311624284],0.3195244507697855,[0.3195244507697855],0.5076967875656454,0.5076967875656454,0.5076967875656454,[0.5076967875656454],0.0163288629683447,0.0163288629683447,0.0163288629683447,[0.0163288629683447],2.161,0.3211676893638007,[0.3211676893638007],box1,box1,1,['box1'],0.0143813051239997,20.0,0.2876261024799947
20221020_7,2022-10-20 07:00:20.000000,2022-10-20 07:00:32.000000,4,281.02635556017447,"[281.4794703944914, 281.19004307873394, 281.0764043187908, 280.3595044486818]",0.3237258856679289,"[0.3187476795487012, 0.3261410698072213, 0.3236951920228681, 0.3263196012929251]",0.5888684386741648,0.6170350713410037,0.5424183592644034,"[0.6170350713410037, 0.6058105542088377, 0.5902097698824146, 0.5424183592644034]",0.008593857306316,0.0097781768189684,0.0074479297959301,"[0.0074479297959301, 0.0084853627851294, 0.0086639598252363, 0.0097781768189684]",2.161,0.3253907312468188,"[0.32038692339224856, 0.32781833610627764, 0.32535987975160907, 0.3279977857371401]",box1,box1,1,"['box1', 'box1', 'box1', 'box1']",0.0167170078728859,32.0,0.5349442519323508
20221020_8,2022-10-20 07:03:40.000000,2022-10-20 07:04:04.000000,7,281.0928823896261,"[281.645728661282, 281.4708325109124, 281.4708325109124, 281.23909246417287, 281.23909246417287, 280.5603762876369, 280.02422182829326]",0.324590155372675,"[0.3238346858432621, 0.3228241379684436, 0.3228241379684436, 0.3243405630837167, 0.3243405630837167, 0.3249308645650242, 0.3290361350961188]",0.6457713017058645,0.6914462627495989,0.5610626095073264,"[0.6914462627495989, 0.6650421897086167, 0.6795756359476081, 0.6702235106399093, 0.6620774990667313, 0.5909714043212604, 0.5610626095073264]",0.0098603917858706,0.0223943149916975,0.0072751679869527,"[0.0076399573093709, 0.0072751679869527, 0.0072751679869527, 0.0083124495963846, 0.0083124495963846, 0.0078132350333513, 0.0223943149916975]",2.161,0.3262594456860166,"[0.32550009095569227, 0.3244843460724289, 0.3244843460724289, 0.32600856980301407, 0.32600856980301407, 0.3266019070650696, 0.3307282900304687]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.027606051239546,44.0,1.2146662545400284
20221020_9,2022-10-20 07:07:52.000000,2022-10-20 07:07:56.000000,2,280.9035630810172,"[280.777464147072, 281.0296620149624]",0.3370500228279693,"[0.337034687605009, 0.3370653580509297]",0.5045841242427862,0.5201785456753405,0.4889897028102318,"[0.4889897028102318, 0.5201785456753405]",0.0172487658901101,0.0172730848186419,0.0172244469615783,"[0.0172730848186419, 0.0172244469615783]",2.28,0.33871019741244,"[0.33869478665426034, 0.3387256081706197]",box1,box1,1,"['box1', 'box1']",0.0142724791504051,24.0,0.3425394996097247
20221021_1,2022-10-21 03:02:00.000000,2022-10-21 03:02:24.000000,7,304.0193632948353,"[304.72432760032854, 304.0402504252579, 304.0402504252579, 303.783748059527, 304.0402504252579, 304.14538842016685, 303.36132770805096]",0.3235387678442544,"[0.3202938391259332, 0.3232648565709923, 0.3232648565709923, 0.3227113390070138, 0.3232648565709923, 0.3258975916569193, 0.3260740354069377]",0.6482158785750158,0.6701443269074552,0.6167216527555419,"[0.6200680567144089, 0.6659006890018727, 0.6484936916136985, 0.6499371510923955, 0.6662455819397384, 0.6167216527555419, 0.6701443269074552]",0.0089078062702923,0.0094795871797035,0.0085685449483351,"[0.0094795871797035, 0.0089240930749538, 0.0089240930749538, 0.00863066193584, 0.0089240930749538, 0.0089035706033063, 0.0085685449483351]",2.263,0.3251424256732514,"[0.3218814130853576, 0.32486715672665467, 0.32486715672665467, 0.32431089558798537, 0.32486715672665467, 0.32751294127265207, 0.3276902595868007]",box2,box2,1,"['box2', 'box2', 'box2', 'box2', 'box2', 'box2', 'box2']",0.0239518638094895,44.0,1.0538820076175404
20221021_10,2022-10-21 11:42:48.000000,2022-10-21 11:42:48.000000,1,304.34237605563777,[304.34237605563777],0.3336485708040553,[0.3336485708040553],0.6810749536646435,0.6810749536646435,0.6810749536646435,[0.6810749536646435],0.0159278349296811,0.0159278349296811,0.0159278349296811,[0.0159278349296811],3.607,0.3344871929381968,[0.3344871929381968],box2,box2,1,['box2'],0.0766338701430361,20.0,1.532677402860723
20221021_11,2022-10-21 11:59:12.000000,2022-10-21 11:59:12.000000,1,305.58385826816783,[305.58385826816783],0.327064472885857,[0.327064472885857],0.4593141053283579,0.4593141053283579,0.4593141053283579,[0.4593141053283579],0.0120378090154394,0.0120378090154394,0.0120378090154394,[0.0120378090154394],4.021,0.3276415784899283,[0.32764157848992836],box2,box2,1,['box2'],0.1629361862972159,20.0,3.258723725944319
20221021_12,2022-10-21 12:00:20.000000,2022-10-21 12:00:20.000000,1,304.18291833821525,[304.18291833821525],0.3351178032613911,[0.3351178032613911],0.6177642227089443,0.6177642227089443,0.6177642227089443,[0.6177642227089443],0.0092325161083437,0.0092325161083437,0.0092325161083437,[0.0092325161083437],4.021,0.3357091189753229,[0.33570911897532296],box2,box2,1,['box2'],0.1352715357612096,20.0,2.705430715224192
20221021_13,2022-10-21 12:00:56.000000,2022-10-21 12:00:56.000000,1,303.33550340904253,[303.33550340904253],0.3318026635675943,[0.3318026635675943],0.4454555186117886,0.4454555186117886,0.4454555186117886,[0.4454555186117886],0.0115286132505013,0.0115286132505013,0.0115286132505013,[0.0115286132505013],4.021,0.3323881297140733,[0.33238812971407333],box2,box2,1,['box2'],0.5134547180657312,20.0,10.269094361314623
20221021_14,2022-10-21 15:09:04.000000,2022-10-21 15:09:04.000000,1,305.58426583363587,[305.58426583363587],0.3259945521832681,[0.3259945521832681],0.4428650726560488,0.4428650726560488,0.4428650726560488,[0.4428650726560488],0.0265257227753677,0.0265257227753677,0.0265257227753677,[0.0265257227753677],4.391,0.3263520162950615,[0.32635201629506155],box2,box2,1,['box2'],0.092920961559137,20.0,1.8584192311827408
20221021_15,2022-10-21 15:41:48.000000,2022-10-21 15:41:48.000000,1,303.3865796844942,[303.3865796844942],0.3277023430901828,[0.3277023430901828],0.4776175952645564,0.4776175952645564,0.4776175952645564,[0.4776175952645564],0.0180964701346154,0.0180964701346154,0.0180964701346154,[0.0180964701346154],4.365,0.3280770473174269,[0.32807704731742693],box2,box2,1,['box2'],0.171895604991552,20.0,3.43791209983104
20221021_16,2022-10-21 22:02:28.000000,2022-10-21 22:02:32.000000,2,281.878928511956,"[280.96571644289634, 282.7921405810156]",0.3374034432484329,"[0.3368421462338746, 0.3379647402629913]",0.449607658462741,0.4552274087797766,0.4439879081457055,"[0.4439879081457055, 0.4552274087797766]",0.0248973131093054,0.0253116436410485,0.0244829825775624,"[0.0253116436410485, 0.0244829825775624]",2.235,0.3390930604370058,"[0.3385289526121174, 0.3396571682618943]",box1,box1,1,"['box1', 'box1']",0.0584302194029266,24.0,1.4023252656702403
20221021_2,2022-10-21 05:55:44.000000,2022-10-21 05:56:36.000000,14,281.64648222933016,"[282.256567125947, 282.051078021788, 282.051078021788, 282.051078021788, 281.8752016845205, 281.8752016845205, 281.22845788378845, 281.22845788378845, 281.2269948754512, 281.2269948754512, 281.2269948754512, 281.64071624740814, 281.4712137615231, 281.64071624740814]",0.3226650607441049,"[0.3258276075979044, 0.3233141755238943, 0.3233141755238943, 0.3233141755238943, 0.3223138237272757, 0.3223138237272757, 0.321560783296807, 0.321560783296807, 0.3229934298204143, 0.3229934298204143, 0.3229934298204143, 0.3217091225616386, 0.3213929676151955, 0.3217091225616386]",0.6716570138566273,0.7700772376650861,0.4866374749463943,"[0.5428817945140463, 0.7240788866130468, 0.7554055256753044, 0.7620605083250728, 0.7700772376650861, 0.7699813781616889, 0.7354910392371274, 0.727048221982029, 0.7196650563166325, 0.680043778934832, 0.5895338117495684, 0.5948949416346189, 0.5453985382373356, 0.4866374749463943]",0.006703841394058,0.0077566054422577,0.0061347721627051,"[0.0077566054422577, 0.0066484642178676, 0.0066484642178676, 0.0066484642178676, 0.0063171780505212, 0.0063171780505212, 0.0061347721627051, 0.0061347721627051, 0.0065882220824378, 0.0065882220824378, 0.0065882220824378, 0.0073128543643862, 0.0068575060184135, 0.0073128543643862]",3.566,0.3235000391898376,"[0.3266707699432217, 0.3241508337202908, 0.3241508337202908, 0.3241508337202908, 0.3231478932573121, 0.3231478932573121, 0.322392904141954, 0.322392904141954, 0.3238292580051933, 0.3238292580051933, 0.3238292580051933, 0.32254162727260766, 0.3222246541943061, 0.32254162727260766]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.0469358014721637,72.0,3.3793777059957923
20221021_3,2022-10-21 05:58:08.000000,2022-10-21 05:58:24.000000,5,282.2279463362965,"[282.523144000123, 282.2534363343721, 282.256567125947, 282.0532921105204, 282.0532921105204]",0.3247896437531954,"[0.3242257756090383, 0.324369849161627, 0.3258276075979044, 0.3247624931987037, 0.3247624931987037]",0.6135774437669703,0.7188479348098995,0.5261563463813528,"[0.5451883838895235, 0.6249056596245216, 0.7188479348098995, 0.6527888941295544, 0.5261563463813528]",0.0076131519049239,0.0088466703974596,0.0069665840341189,"[0.0088466703974596, 0.0075293156166644, 0.0077566054422577, 0.0069665840341189, 0.0069665840341189]",3.566,0.3256301201013496,"[0.32506479280402134, 0.3252092391838096, 0.3266707699432217, 0.3256028992878477, 0.3256028992878477]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1']",0.0658372324013757,36.0,2.370140366449527
20221021_4,2022-10-21 05:58:48.000000,2022-10-21 05:59:00.000000,4,281.71295755523715,"[281.2021168266215, 281.77567820838624, 282.6260802087647, 281.24795497717616]",0.3236969596096455,"[0.3230187916272836, 0.3238982620100004, 0.3222984448010299, 0.3255723400002683]",0.4738520165615631,0.5045565586366985,0.4399843078342794,"[0.4399843078342794, 0.4649554971913783, 0.5045565586366985, 0.4859117025838964]",0.0066757367795225,0.0069713546634856,0.0062548929540965,"[0.0068557170169939, 0.0066209824835141, 0.0069713546634856, 0.0062548929540965]",3.566,0.3245346083578552,"[0.3238546854422304, 0.3247364316797036, 0.3231324745341577, 0.32641484177532915]",box1,box1,1,"['box1', 'box1', 'box1', 'box1']",0.0306227694420548,32.0,0.9799286221457562
20221021_5,2022-10-21 10:59:48.000000,2022-10-21 10:59:48.000000,1,307.75844273333854,[307.75844273333854],0.3269053432031651,[0.3269053432031651],0.5054218234867891,0.5054218234867891,0.5054218234867891,[0.5054218234867891],0.0160017831935157,0.0160017831935157,0.0160017831935157,[0.0160017831935157],3.723,0.3276583560965331,[0.32765835609653315],box2,box2,1,['box2'],0.0570843254022524,20.0,1.141686508045049
20221021_6,2022-10-21 11:28:24.000000,2022-10-21 11:28:24.000000,1,307.752174424088,[307.752174424088],0.3339367942097128,[0.3339367942097128],0.4796667507660944,0.4796667507660944,0.4796667507660944,[0.4796667507660944],0.0270821746705201,0.0270821746705201,0.0270821746705201,[0.0270821746705201],3.819,0.3346479926435021,[0.33464799264350215],box2,box2,1,['box2'],0.096213421481404,20.0,1.9242684296280816
20221021_7,2022-10-21 11:35:28.000000,2022-10-21 11:35:32.000000,2,304.03652625144787,"[304.6358540804744, 303.43719842242126]",0.328958900747072,"[0.3301597459069461, 0.327758055587198]",0.5178466317447554,0.5245340116938432,0.5111592517956678,"[0.5245340116938432, 0.5111592517956678]",0.0147329808817481,0.0149659551910225,0.0145000065724738,"[0.0149659551910225, 0.0145000065724738]",3.819,0.3296594975637422,"[0.33086290021117604, 0.3284560949163085]",box2,box2,1,"['box2', 'box2']",0.0841510266898408,24.0,2.01962464055618
20221021_8,2022-10-21 11:35:48.000000,2022-10-21 11:35:48.000000,1,304.93918381328467,[304.93918381328467],0.3308827061270558,[0.3308827061270558],0.4924511729419369,0.4924511729419369,0.4924511729419369,[0.4924511729419369],0.0220883574500058,0.0220883574500058,0.0220883574500058,[0.0220883574500058],3.819,0.3315874001483374,[0.33158740014833743],box2,box2,1,['box2'],0.0866097628745984,20.0,1.7321952574919686
20221021_9,2022-10-21 11:39:28.000000,2022-10-21 11:39:28.000000,1,306.1194010613009,[306.1194010613009],0.3302595030398452,[0.3302595030398452],0.4123546191911402,0.4123546191911402,0.4123546191911402,[0.4123546191911402],0.023301492771088,0.023301492771088,0.023301492771088,[0.023301492771088],3.607,0.3310896067882063,[0.33108960678820637],box2,box2,1,['box2'],0.1181473083562961,20.0,2.362946167125924
20221022_1,2022-10-22 19:00:56.000000,2022-10-22 19:01:08.000000,3,280.09398715052515,"[280.2204931941151, 280.0660303337513, 279.995437923709]",0.3248049727147781,"[0.3257103331216286, 0.325251974996146, 0.3234526100265599]",0.4557408779352785,0.4809670303207614,0.412656737581997,"[0.4809670303207614, 0.4735988659030775, 0.412656737581997]",0.0092702583391528,0.0154218090980994,0.0061711486576011,"[0.0061711486576011, 0.006217817261758, 0.0154218090980994]",1.072,0.3271229806652863,"[0.3280348022805462, 0.32757317302971667, 0.3257609666855959]",box1,box1,1,"['box1', 'box1', 'box1']",0.020682598534431,32.0,0.6618431531017936
20221022_2,2022-10-22 21:16:52.000000,2022-10-22 21:16:52.000000,1,304.2901776736293,[304.2901776736293],0.3193841298277171,[0.3193841298277171],0.4764067677493401,0.4764067677493401,0.4764067677493401,[0.4764067677493401],0.0088369290811237,0.0088369290811237,0.0088369290811237,[0.0088369290811237],1.065,0.3216675569030079,[0.3216675569030079],box2,box2,1,['box2'],0.0325043030393158,20.0,0.6500860607863163
20221023_1,2022-10-23 23:57:32.000000,2022-10-23 23:58:04.000000,9,282.8867437433672,"[284.18023888981406, 283.77417626219267, 283.5948544765699, 283.18336202932653, 282.9529489028993, 282.2534363343721, 282.15181594563904, 281.9822394324775, 281.9076214170136]",0.3234054382385757,"[0.3221467129356103, 0.3238141834459593, 0.3244722080304646, 0.3236080942237028, 0.3237192272893489, 0.324369849161627, 0.3229883864941861, 0.3226387899668364, 0.3228914925994463]",0.5648719825163268,0.6361843097523404,0.43179196564317,"[0.5653602822512604, 0.6010481109177098, 0.6361843097523404, 0.6233513425890369, 0.6134117303598383, 0.5905911638036081, 0.5677758120436728, 0.4543331252863044, 0.43179196564317]",0.0077242433653963,0.0085926342441408,0.0070677894989954,"[0.0070677894989954, 0.0083806561753916, 0.0074310858015602, 0.0078842242855732, 0.0085926342441408, 0.0075293156166644, 0.0077099484389773, 0.0072546416468577, 0.0076678945804069]",-0.856,0.3268645446821316,"[0.32559235620170746, 0.3272776617800695, 0.32794272451796114, 0.32706936825178606, 0.32718168998360164, 0.3278392708307287, 0.32644303220144716, 0.3260896964308523, 0.3263451019410313]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.0531743472484171,52.0,2.765066056917693
20221024_1,2022-10-24 12:48:00.000000,2022-10-24 12:48:00.000000,1,283.5042711346275,[283.5042711346275],0.3291969940786584,[0.3291969940786584],0.4278303063708175,0.4278303063708175,0.4278303063708175,[0.4278303063708175],0.0204317529083985,0.0204317529083985,0.0204317529083985,[0.0204317529083985],-0.397,0.3324379726144335,[0.33243797261443353],box1,box1,1,['box1'],0.0437853659029802,20.0,0.8757073180596048
20221024_2,2022-10-24 19:26:48.000000,2022-10-24 19:26:56.000000,2,306.1809799753138,"[306.49796892398933, 305.8639910266383]",0.3165081968955617,"[0.3149234543736435, 0.3180929394174799]",0.4329288517467426,0.4644301122542296,0.4014275912392557,"[0.4644301122542296, 0.4014275912392557]",0.0196576339115753,0.0268020523785353,0.0125132154446153,"[0.0268020523785353, 0.0125132154446153]",-0.844,0.3198864826357804,"[0.3182848251868044, 0.32148814008475657]",box2,box2,1,"['box2', 'box2']",0.0323581916099474,28.0,0.9060293650785274
20221024_3,2022-10-24 19:27:20.000000,2022-10-24 19:27:36.000000,5,304.1371771350072,"[304.2786473978029, 304.6228050530792, 304.1170958246128, 303.8222712911911, 303.8450661083501]",0.3226658338405085,"[0.3180589049596385, 0.3211061981990132, 0.3244863617928306, 0.3224691526354009, 0.3272085516156592]",0.5561253167451413,0.6205639612545714,0.4848254760162375,"[0.5085262141476581, 0.5556193012163663, 0.6110916310908735, 0.6205639612545714, 0.4848254760162375]",0.0122311669350143,0.012613755885882,0.0119041379951179,"[0.0119041379951179, 0.0121445819887901, 0.0123131881372083, 0.012613755885882, 0.0121801706680733]",-0.844,0.326109843809321,"[0.321453742356312, 0.3245335612218721, 0.32794980337093893, 0.3259110633053103, 0.33070104879217177]",box2,box2,1,"['box2', 'box2', 'box2', 'box2', 'box2']",0.0376258911511363,36.0,1.3545320814409094
20221024_4,2022-10-24 22:53:44.000000,2022-10-24 22:53:44.000000,1,305.84948580926,[305.84948580926],0.3274301957265195,[0.3274301957265195],0.4783519883838107,0.4783519883838107,0.4783519883838107,[0.4783519883838107],0.0177683344098965,0.0177683344098965,0.0177683344098965,[0.0177683344098965],-0.516,0.3307259343891699,[0.3307259343891699],box2,box2,1,['box2'],0.0516082227853708,20.0,1.032164455707417
20221024_5,2022-10-24 23:32:12.000000,2022-10-24 23:32:12.000000,1,309.92924388055405,[309.92924388055405],0.3320125182866537,[0.3320125182866537],0.4599488080011801,0.4599488080011801,0.4599488080011801,[0.4599488080011801],0.0221739678698068,0.0221739678698068,0.0221739678698068,[0.0221739678698068],-0.653,0.3354386706043665,[0.33543867060436655],box2,box2,1,['box2'],0.0397151181188092,20.0,0.7943023623761847
20221027_1,2022-10-27 20:40:08.000000,2022-10-27 20:40:24.000000,5,304.683896931543,"[304.5066136256602, 305.213589943934, 304.7494642288616, 304.5919812122988, 304.3578356469605]",0.3227811925961324,"[0.3253362387483915, 0.319170347847377, 0.3224129422616358, 0.3232012279481778, 0.3237852061750799]",0.7114530120696199,0.7469713328726872,0.6681487113814362,"[0.6925693625002507, 0.7152692786088063, 0.7343063749849186, 0.7469713328726872, 0.6681487113814362]",0.0123628039040141,0.0136713451232603,0.011169192132119,"[0.0136713451232603, 0.011169192132119, 0.0123613748161839, 0.0119604264286861, 0.0126516810198212]",-5.788,0.3292288714931298,"[0.33183495567838045, 0.32554589872694056, 0.32885326521607827, 0.32965729721344167, 0.33025294063080796]",box2,box2,1,"['box2', 'box2', 'box2', 'box2', 'box2']",0.0276617598735347,36.0,0.9958233554472524
20221028_1,2022-10-28 10:15:04.000000,2022-10-28 10:15:12.000000,3,304.2985051590502,"[304.4152491479564, 304.0383052376574, 304.4419610915369]",0.3223560782838484,"[0.3283584862083544, 0.3187822075747726, 0.3199275410684181]",0.5657098577512453,0.5897323523314141,0.5286744816013655,"[0.5286744816013655, 0.5897323523314141, 0.5787227393209562]",0.0133049806176546,0.0138787375696322,0.01239970271276,"[0.0136365015705718, 0.01239970271276, 0.0138787375696322]",-4.829,0.3282071695629993,"[0.33431852730736905, 0.32456842945902953, 0.3257345519225994]",box2,box2,1,"['box2', 'box2', 'box2']",0.0266395484844782,28.0,0.7459073575653915
20221028_2,2022-10-28 10:43:44.000000,2022-10-28 10:44:16.000000,8,305.12180214879925,"[308.3041908543997, 303.1407712413164, 302.9617167886652, 304.2730654979176, 304.8095274525782, 305.0505802939128, 305.7493766738238, 306.6851883877804]",0.3226662447227519,"[0.3238146019219888, 0.3243088800904367, 0.3253074152717589, 0.3181748577754296, 0.3205088497590167, 0.3209989903675403, 0.3214373379226168, 0.3267790246732275]",0.7121142225129147,0.7543942249337388,0.588306527667246,"[0.588306527667246, 0.7338031142936853, 0.7187926504274407, 0.7543942249337388, 0.752319840055432, 0.7352101383479603, 0.6976796766001383, 0.7164076077776763]",0.0218054220916025,0.0283227526321687,0.0121977734004467,"[0.0237855331129956, 0.0269479814114217, 0.0267953593423737, 0.0121977734004467, 0.0205600184126428, 0.0233041750181263, 0.0125297834026446, 0.0283227526321687]",-4.608,0.3283877569718413,"[0.32955647682099665, 0.33005951952134543, 0.3310757607111657, 0.3238167288291514, 0.3261921071180673, 0.3266909388913511, 0.32713705921766334, 0.3325734646649901]",box2,box2,1,"['box2', 'box2', 'box2', 'box2', 'box2', 'box2', 'box2', 'box2']",0.0587816882404576,52.0,3.056647788503797
20221028_3,2022-10-28 10:44:52.000000,2022-10-28 10:45:28.000000,10,304.56945758519703,"[304.9123856635158, 304.2957745203816, 303.46589607350853, 303.72070590393605, 303.72070590393605, 303.72070590393605, 303.6528743168451, 304.00119483595324, 304.7547519117268, 309.4495808182312]",0.3185500677579532,"[0.3174640572516379, 0.3192672847840715, 0.3207099905110059, 0.3169037960608259, 0.3169037960608259, 0.3169037960608259, 0.3156219504244715, 0.3130642666302717, 0.3192290483804388, 0.3294326914151573]",0.7829206338132378,0.8618456434865294,0.5824143832059215,"[0.6845261326052887, 0.7760327571271558, 0.8086359187837996, 0.8573419051330976, 0.8486208780053655, 0.8618456434865294, 0.8353619279059569, 0.8467064616510682, 0.7277203302281955, 0.5824143832059215]",0.01124944322078,0.0176353972209658,0.0095403889712575,"[0.0126053713184249, 0.0111777944576566, 0.0097664431242601, 0.0099492598013556, 0.0099492598013556, 0.0099492598013556, 0.0095403889712575, 0.0113569806537914, 0.0105642770573778, 0.0176353972209658]",-4.608,0.3241985920285705,"[0.32309332440281324, 0.3249285267345432, 0.3263968144943784, 0.32252312867029337, 0.32252312867029337, 0.32252312867029337, 0.32121855336937133, 0.3186155167705409, 0.32488961232366514, 0.33527418617951316]",box2,box2,1,"['box2', 'box2', 'box2', 'box2', 'box2', 'box2', 'box2', 'box2', 'box2', 'box2']",0.0608306077023212,56.0,3.40651403132999
20221028_4,2022-10-28 21:29:24.000000,2022-10-28 21:29:52.000000,8,306.5064507869532,"[307.3569903021694, 307.0312223637053, 305.619179792167, 304.5575837392314, 304.5575837392314, 305.5798149790399, 309.3039738515994, 308.0452575284818]",0.3192344387914331,"[0.3210307395953617, 0.3209549083385778, 0.3191090377870993, 0.3166638165062432, 0.3166638165062432, 0.3222874512651242, 0.3179980550444602, 0.3191676852883556]",0.7221173436529078,0.8182582996101165,0.6558647231702406,"[0.6558647231702406, 0.6942861396868448, 0.6854685101169582, 0.7851304243203744, 0.8182582996101165, 0.7214660718658668, 0.6959704816449286, 0.720494098807933]",0.0162766226200583,0.0232053344029134,0.0100566052578351,"[0.021366574476922, 0.0133808332667815, 0.0100566052578351, 0.010644857107966, 0.010644857107966, 0.0232053344029134, 0.0180684854356096, 0.0228454339044735]",-0.048,0.3221712843461674,"[0.3239841104913184, 0.3239075816134062, 0.3220447296963073, 0.3195770132320487, 0.3195770132320487, 0.3252523834703648, 0.32092352629971416, 0.3221039167341312]",box2,box2,1,"['box2', 'box2', 'box2', 'box2', 'box2', 'box2', 'box2', 'box2']",0.0880285272328825,48.0,4.225369307178363
