event_id_,datetime_min,datetime_max,datetime_count,Backaz_mean,Backaz_tolist,Trace_vel_mean,Trace_vel_tolist,MdCCM_mean,MdCCM_max,MdCCM_min,MdCCM_tolist,Sigma_tau_mean,Sigma_tau_max,Sigma_tau_min,Sigma_tau_tolist,airt_c_avg_median,vel_corrected_5C_mean,vel_corrected_5C_tolist,label_first,label_last,label_nunique,label_tolist
20220923_4,2022-09-23 08:26:52.000000,2022-09-23 08:26:52.000000,1,280.8181296941526,[280.8181296941526],0.3254457026722239,[0.3254457026722239],0.4720990613443207,0.4720990613443207,0.4720990613443207,[0.4720990613443207],0.0086212579023071,0.0086212579023071,0.0086212579023071,[0.0086212579023071],-3.606,0.3306002966727538,[0.3306002966727538],Kite,Kite,1,['Kite']
20220923_5,2022-09-23 11:20:00.000000,2022-09-23 11:20:08.000000,3,291.2836646044414,"[291.47631036736846, 291.1873417229779, 291.1873417229779]",0.3312499788824304,"[0.3329212248553631, 0.3304143558959641, 0.3304143558959641]",0.346197685570542,0.3476189741012891,0.3439369425954933,"[0.3439369425954933, 0.3476189741012891, 0.3470371400148435]",0.0078009068135645,0.0083979014552413,0.0075024094927261,"[0.0083979014552413, 0.0075024094927261, 0.0075024094927261]",-1.47,0.335171094148313,"[0.3368621232111031, 0.3343255796169179, 0.3343255796169179]",Kite,Kite,1,"['Kite', 'Kite', 'Kite']"
20220923_6,2022-09-23 11:20:36.000000,2022-09-23 11:20:36.000000,1,284.10187057222066,[284.10187057222066],0.3242644216047537,[0.3242644216047537],0.3479827639317844,0.3479827639317844,0.3479827639317844,[0.3479827639317844],0.0081175458914818,0.0081175458914818,0.0081175458914818,[0.0081175458914818],-1.47,0.3281028465248901,[0.3281028465248901],Kite,Kite,1,['Kite']
20220923_7,2022-09-23 18:43:28.000000,2022-09-23 18:43:44.000000,5,288.34599013697346,"[289.25781576998963, 289.1800045270652, 288.10957444314664, 287.9109149505895, 287.2716409940765]",0.32261802564869396,"[0.320892803294863, 0.3228065886456127, 0.3221069098209307, 0.3237581424434196, 0.3235256840386438]",0.4872224476616648,0.5221084943754197,0.4547218521457285,"[0.4547218521457285, 0.4684863594917081, 0.5221084943754197, 0.50580066354983, 0.4849948687456374]",0.007939097374508519,0.0087030051305438,0.0069744605426642,"[0.0087030051305438, 0.0084200796073368, 0.0069744605426642, 0.0079680813506648, 0.007629860241333]",-1.757,0.32660952071591337,"[0.3248629535643101, 0.3268004166521356, 0.3260920812603826, 0.327763743264814, 0.3275284088379246]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite', 'Kite']"
20220924_1,2022-09-24 13:31:00.000000,2022-09-24 13:31:28.000000,6,286.4935597680507,"[288.2572265890668, 288.19763630868664, 287.4753403273321, 286.05184333139414, 285.4048251655303, 283.5744868862941]",0.33517165101649216,"[0.3384762614643379, 0.3384164226451888, 0.3348500523324051, 0.333118495754733, 0.3312772791632091, 0.3348913947390788]",0.5466418730948069,0.7276259647035977,0.3862535694003546,"[0.3862535694003546, 0.4630366022420776, 0.5410048111819115, 0.5429008535468212, 0.6190294374940788, 0.7276259647035977]",0.00562483263907015,0.0075408682302295,0.0039529894912267,"[0.006181201784857, 0.0046132413903573, 0.0039529894912267, 0.0075408682302295, 0.0074060631370711, 0.0040546318006793]",-4.781,0.34122483847228097,"[0.3445891300609646, 0.3445282105549843, 0.3408974317280123, 0.3391346033034427, 0.337260134409281, 0.340939520777001]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite']"
20220924_2,2022-09-24 13:31:36.000001,2022-09-24 13:31:36.000001,1,283.372096553867,[283.372096553867],0.3260524772284955,[0.3260524772284955],0.7795143271446174,0.7795143271446174,0.7795143271446174,[0.7795143271446174],0.0084790470529831,0.0084790470529831,0.0084790470529831,[0.0084790470529831],-4.781,0.3319409727474417,[0.3319409727474417],Kite,Kite,1,['Kite']
20220924_3,2022-09-24 13:31:48.000000,2022-09-24 13:32:08.000000,6,281.83855445324866,"[282.6889136000553, 282.0532921105204, 281.4708325109124, 281.4708325109124, 281.4708325109124, 281.8766234761793]",0.3237192516806581,"[0.3253273983971176, 0.3247624931987037, 0.3228241379684436, 0.3228241379684436, 0.3228241379684436, 0.3237532045827965]",0.5457627222071831,0.7243237032591753,0.4276147873312999,"[0.7243237032591753, 0.5904080545114431, 0.5338342918205033, 0.5241436434552798, 0.4742518528653971, 0.4276147873312999]",0.007191498269266683,0.0076448737824363,0.0067120278381868,"[0.0076448737824363, 0.0069665840341189, 0.0072751679869527, 0.0072751679869527, 0.0072751679869527, 0.0067120278381868]",-4.781,0.329565609233655,"[0.3312027990195436, 0.3306276916544179, 0.328654329801345, 0.328654329801345, 0.328654329801345, 0.3296001753239335]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite']"
20220924_4,2022-09-24 21:57:32.000000,2022-09-24 21:57:32.000000,1,283.7025297215938,[283.7025297215938],0.3338120575601881,[0.3338120575601881],0.5515386721575707,0.5515386721575707,0.5515386721575707,[0.5515386721575707],0.0093036637866698,0.0093036637866698,0.0093036637866698,[0.0093036637866698],-4.899,0.339915428261144,[0.339915428261144],Kite,Kite,1,['Kite']
20220925_1,2022-09-25 08:21:28.000000,2022-09-25 08:21:44.000000,5,280.7049534556411,"[281.44789103910733, 280.60398160997374, 280.7669827846556, 280.7669827846556, 279.9389290598132]",0.31872783972920876,"[0.318846129714077, 0.3190373912321295, 0.3193589508826266, 0.3193589508826266, 0.3170377759345841]",0.3916568049749075,0.4310486122990034,0.3610232765317731,"[0.3795960402077423, 0.3922542782249398, 0.4310486122990034, 0.3943618176110792, 0.3610232765317731]",0.00821469313936258,0.0088252074120549,0.00787691317291,"[0.0080436055746758, 0.00787691317291, 0.0081638697685861, 0.0081638697685861, 0.0088252074120549]",-4.656,0.32440851041857216,"[0.3245289086800518, 0.3247235790427804, 0.3250508698351916, 0.3250508698351916, 0.3226883246996455]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite', 'Kite']"
20220925_10,2022-09-25 18:01:36.000000,2022-09-25 18:01:44.000000,3,281.877554433674,"[282.00420790895623, 281.8388809863864, 281.7895744056794]",0.32428102440062734,"[0.3235351238853257, 0.3250150071938544, 0.324292942122702]",0.4015012398125897,0.4652135291492533,0.3367161834459546,"[0.4025740068425613, 0.4652135291492533, 0.3367161834459546]",0.0092040187762361,0.0098432263264369,0.0087576094660396,"[0.0098432263264369, 0.0090112205362318, 0.0087576094660396]",-4.11,0.3297255802992144,"[0.3289671563960338, 0.3304718863862688, 0.3297376981153406]",Kite,Kite,1,"['Kite', 'Kite', 'Kite']"
