event_id_,datetime_min,datetime_max,datetime_count,Backaz_mean,Backaz_tolist,Trace_vel_mean,Trace_vel_tolist,MdCCM_mean,MdCCM_max,MdCCM_min,MdCCM_tolist,Sigma_tau_mean,Sigma_tau_max,Sigma_tau_min,Sigma_tau_tolist,airt_c_avg_median,vel_corrected_5C_mean,vel_corrected_5C_tolist,label_first,label_last,label_nunique,label_tolist
20221016_6,2022-10-16 23:53:52.000000,2022-10-16 23:53:56.000000,2,303.80781696965516,"[303.91328152667325, 303.702352412637]",0.32138022134905414,"[0.3213262004513578, 0.3214342422467505]",0.3722294386752814,0.373579127425816,0.3708797499247468,"[0.373579127425816, 0.3708797499247468]",0.00948806530742495,0.0096933477801954,0.0092827828346545,"[0.0096933477801954, 0.0092827828346545]",-3.71,0.3265334243325422,"[0.3264785372314124, 0.326588311433672]",Prow,Prow,1,"['Prow', 'Prow']"
20221017_1,2022-10-17 15:52:24.000000,2022-10-17 15:53:32.000000,18,284.5953913863216,"[287.2231961289193, 285.87340419361163, 285.6573471607124, 284.6607278342069, 284.23116980263785, 283.6357626018062, 283.6080182596494, 283.28141805018475, 283.5873611542476, 284.2949127267564, 284.4630299215835, 285.4202592329048, 285.65297531875774, 285.65297531875774, 284.6607278342069, 284.2659560353766, 283.5948544765699, 282.9529489028993]",0.32585434772484034,"[0.3322012136790043, 0.3278747102399241, 0.3268716912984594, 0.3256632237558379, 0.3262490887231385, 0.3245571991918885, 0.3243034446757048, 0.324005833051637, 0.3217540275971377, 0.3218560703602969, 0.3268977866658697, 0.3315573713443945, 0.3270249004601364, 0.3270249004601364, 0.3256632237558379, 0.3236821384679081, 0.3244722080304646, 0.3237192272893489]",0.44023878293425334,0.5096889931335561,0.3800659554810302,"[0.3800659554810302, 0.4162419839651916, 0.4335946087136775, 0.4168698744137061, 0.4400554393646547, 0.4732332783205883, 0.4936980607357082, 0.5030265352377158, 0.5096889931335561, 0.4786761074708451, 0.4076791224102063, 0.3858965558579472, 0.4148041221216782, 0.4332142353971789, 0.4538172656487828, 0.4352239934831053, 0.4402639796753385, 0.4082479813856493]",0.007680346539471423,0.0091410760312722,0.0042394090171056,"[0.0042394090171056, 0.007314962670171, 0.0065251508556636, 0.0089724180015984, 0.0091410760312722, 0.0077305329369557, 0.0080706137745894, 0.0089970127212588, 0.0086418362151583, 0.0083544092264861, 0.0088146896141108, 0.0067435982280698, 0.0057170443829171, 0.0057170443829171, 0.0089724180015984, 0.0082703016049123, 0.0074310858015602, 0.0085926342441408]",-3.761,0.33111062956753606,"[0.3375598753625886, 0.3331635820875649, 0.3321443836773077, 0.3309164226215687, 0.3315117380424582, 0.3297925570287252, 0.3295347092565661, 0.3292322969275615, 0.3269441681150761, 0.3270478569066738, 0.3321708999831123, 0.3369056473547582, 0.3323000642208775, 0.3323000642208775, 0.3309164226215687, 0.3289033809006483, 0.3297061948943444, 0.3289410679933721]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite']"
20221017_2,2022-10-17 21:48:56.000000,2022-10-17 21:49:08.000000,4,281.1743828481169,"[281.3543270876611, 281.3430674513818, 281.08830018365234, 280.9118366697724]",0.3208350957046469,"[0.3222029712184867, 0.3207127007625936, 0.3208099469700869, 0.3196147638674205]",0.4162233298304376,0.4395291215156432,0.3823448227787724,"[0.3823448227787724, 0.4125636117333453, 0.4304557632939893, 0.4395291215156432]",0.00700186298316245,0.007615188823661,0.0060799774986004,"[0.0073995093222923, 0.0069127762880961, 0.0060799774986004, 0.007615188823661]",-3.453,0.325824204375862,"[0.327213350878065, 0.3256999061455622, 0.3257986645688435, 0.3245848959109774]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite']"
20221017_3,2022-10-17 22:31:32.000000,2022-10-17 22:32:20.000000,13,288.8502878134468,"[291.5880742034484, 291.1717731266812, 291.1717731266812, 291.1717731266812, 291.1717731266812, 289.99169385696223, 289.5234886211477, 289.2939274746427, 289.10183364335643, 286.8287735274438, 285.1067666723175, 284.6781727186851, 284.2539183500798]",0.3291633009994849,"[0.3350393179561806, 0.3348573313131232, 0.3348573313131232, 0.3348573313131232, 0.3348573313131232, 0.3307219657078079, 0.327429080055919, 0.3276894355170536, 0.3269188269940468, 0.3240735773894677, 0.3239038844481532, 0.3216725400572697, 0.3222449596149121]",0.5675671662369997,0.6701096551056274,0.2932906510410932,"[0.2932906510410932, 0.4742576069177177, 0.5415106502084334, 0.6084363775353813, 0.6585882387952087, 0.6701096551056274, 0.6514781439255133, 0.6420632413951449, 0.6402073305159365, 0.5740747751700167, 0.5440625980309529, 0.5560622723197991, 0.524231620120171]",0.005612377456665069,0.0079714493754241,0.0036891435489226,"[0.0037070512222526, 0.0036891435489226, 0.0036891435489226, 0.0036891435489226, 0.0036891435489226, 0.0067655992422265, 0.0054201705984198, 0.0062301568424855, 0.0054576319192508, 0.0077064855333373, 0.0072622536326617, 0.0076835343748972, 0.0079714493754241]",-3.861,0.33453505601976474,"[0.340506966180504, 0.3403220096205072, 0.3403220096205072, 0.3403220096205072, 0.3403220096205072, 0.3361191572361871, 0.3327725335917029, 0.3330371379036395, 0.3322539534944704, 0.3293622710591324, 0.3291898088269929, 0.3269220501839819, 0.3275038112983019]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite']"
20221017_4,2022-10-17 22:53:16.000000,2022-10-17 22:53:16.000000,1,279.5400730617326,[279.5400730617326],0.3388752188817342,[0.3388752188817342],0.4930203809480171,0.4930203809480171,0.4930203809480171,[0.4930203809480171],0.0095130535355093,0.0095130535355093,0.0095130535355093,[0.0095130535355093],-3.635,0.3442610370604672,[0.3442610370604672],Kite,Kite,1,['Kite']
20221018_1,2022-10-18 01:15:08.000000,2022-10-18 01:15:08.000000,1,289.4069567239281,[289.4069567239281],0.3272113804282384,[0.3272113804282384],0.4258495016951569,0.4258495016951569,0.4258495016951569,[0.4258495016951569],0.0066697165076812,0.0066697165076812,0.0066697165076812,[0.0066697165076812],-3.12,0.3320946842151607,[0.3320946842151607],Kite,Kite,1,['Kite']
20221018_2,2022-10-18 01:15:20.000000,2022-10-18 01:15:24.000001,2,287.5344979032081,"[287.6603607993633, 287.4086350070529]",0.32592527435247665,"[0.3272046858442935, 0.3246458628606598]",0.4296963972556118,0.4344957459404407,0.424897048570783,"[0.4344957459404407, 0.424897048570783]",0.00832838180414535,0.0087590921122082,0.0078976714960825,"[0.0087590921122082, 0.0078976714960825]",-3.12,0.33078938428782223,"[0.3320878897212216, 0.3294908788544229]",Kite,Kite,1,"['Kite', 'Kite']"
20221019_1,2022-10-19 17:59:24.000000,2022-10-19 17:59:28.000000,2,285.719704206781,"[286.14826101768773, 285.2911473958742]",0.32534661491122624,"[0.3245406151743252, 0.3261526146481273]",0.42942374228134783,0.4485680797891044,0.4102794047735912,"[0.4102794047735912, 0.4485680797891044]",0.0085234373305402,0.0088756138203385,0.0081712608407419,"[0.0081712608407419, 0.0088756138203385]",-2.201,0.32964162649907486,"[0.3288249864848476, 0.3304582665133021]",Kite,Kite,1,"['Kite', 'Kite']"
20221019_2,2022-10-19 18:24:12.000000,2022-10-19 18:25:28.000000,18,288.9804258685235,"[291.40991010567325, 290.4291616154228, 291.1717731266812, 291.1717731266812, 291.1717731266812, 291.1717731266812, 291.1717731266812, 291.1717731266812, 291.1717731266812, 291.1717731266812, 289.7602021361652, 289.2939274746427, 287.66463094701845, 285.87340419361163, 285.05044234553463, 284.6607278342069, 284.5597009709048, 283.57137299679295]",0.3311656710069513,"[0.3333762276364367, 0.3318742517043659, 0.3348573313131232, 0.3348573313131232, 0.3348573313131232, 0.3348573313131232, 0.3348573313131232, 0.3348573313131232, 0.3348573313131232, 0.3348573313131232, 0.3309985053774632, 0.3276894355170536, 0.3280940950694182, 0.3278747102399241, 0.3251197634521534, 0.3256632237558379, 0.3258026596440997, 0.3256305552233856]",0.5950009155152819,0.6815165992346064,0.4900229819758007,"[0.672119343606065, 0.6716875368473965, 0.6447817290146315, 0.6215699837921684, 0.645933204478139, 0.6815165992346064, 0.5465520744230488, 0.5512881319104225, 0.5663957037603935, 0.5851953549582842, 0.5816269019068708, 0.5968981534837872, 0.5872816939748864, 0.4900229819758007, 0.6182024097333656, 0.597557698897119, 0.5407970540041441, 0.5105899232739454]",0.005713844295530522,0.0093201903654342,0.0035176592412023,"[0.0035176592412023, 0.0065853797985881, 0.0036891435489226, 0.0036891435489226, 0.0036891435489226, 0.0036891435489226, 0.0036891435489226, 0.0036891435489226, 0.0036891435489226, 0.0036891435489226, 0.0075373608730297, 0.0062301568424855, 0.0080076576716107, 0.007314962670171, 0.0067509018156393, 0.0089724180015984, 0.0093201903654342, 0.0090993616484094]",-2.533,0.3357432619329491,"[0.3379843743381518, 0.3364616371013938, 0.3394859508094073, 0.3394859508094073, 0.3394859508094073, 0.3394859508094073, 0.3394859508094073, 0.3394859508094073, 0.3394859508094073, 0.3394859508094073, 0.3355737856295728, 0.33221897561705, 0.332629228641375, 0.3324068113296742, 0.329613783845378, 0.3301647562168056, 0.3303061194801329, 0.3301316361182919]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite']"
20221019_3,2022-10-19 20:59:12.000000,2022-10-19 20:59:40.000000,7,287.55600023240623,"[289.8455438910585, 289.4150058481605, 289.0944005876033, 288.27516798969725, 286.9225604653787, 284.9337062629845, 284.40561658196066]",0.32590047471292627,"[0.3302332851792438, 0.3284088576225448, 0.3267977907854911, 0.3283793926777534, 0.3239925304531403, 0.3228519398868302, 0.3206395263854804]",0.5371259859280519,0.6250932406597538,0.3799187870013114,"[0.5751593632855178, 0.5825859915097792, 0.6250932406597538, 0.6186393928153197, 0.4739727877309244, 0.5045123384937575, 0.3799187870013114]",0.006950318598416014,0.0084984999418235,0.0050880807626881,"[0.0062295113497252, 0.0050880807626881, 0.0057402654847729, 0.0067702276317476, 0.0079395854989369, 0.0084984999418235, 0.0083860595192179]",-3.188,0.3308058695683441,"[0.3352038967122062, 0.333352008202716, 0.3317166918797382, 0.333322099756918, 0.3288692072774948, 0.3277114487487843, 0.3254657344005513]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite']"
20221019_4,2022-10-19 21:01:16.000000,2022-10-19 21:02:04.000000,13,290.45247451054644,"[290.7207594244597, 290.7290358961298, 291.1717731266812, 291.1717731266812, 291.1717731266812, 291.1717731266812, 291.1717731266812, 291.1717731266812, 291.14248107774324, 289.3345591101587, 289.29875783680626, 289.29875783680626, 288.3271786949121]",0.3321838465175752,"[0.3367737092384641, 0.3356854065576887, 0.3348573313131232, 0.3348573313131232, 0.3348573313131232, 0.3348573313131232, 0.3348573313131232, 0.3348573313131232, 0.3319350444794406, 0.3264338145602736, 0.3264127229498845, 0.3264127229498845, 0.3255925961141025]",0.7195510374731681,0.7885968494685156,0.4332807197617223,"[0.4332807197617223, 0.6070095032450559, 0.7576661653026369, 0.7471859138228507, 0.7630379326541408, 0.7885968494685156, 0.7746454046397715, 0.7730783762998247, 0.7477491644245133, 0.7344186466729775, 0.7613847409491717, 0.7650614683720596, 0.7010486015379449]",0.004879992836513038,0.0087713532145247,0.0036891435489226,"[0.0050593684827129, 0.0046028875601042, 0.0036891435489226, 0.0036891435489226, 0.0036891435489226, 0.0036891435489226, 0.0036891435489226, 0.0036891435489226, 0.0045276808184484, 0.0065947280952707, 0.0058745137050365, 0.0058745137050365, 0.0087713532145247]",-3.188,0.33718381754614024,"[0.3418427660485026, 0.3407380824330995, 0.3398975431500935, 0.3398975431500935, 0.3398975431500935, 0.3398975431500935, 0.3398975431500935, 0.3398975431500935, 0.3369312705848387, 0.3313472371503723, 0.3313258280728878, 0.3313258280728878, 0.3304933568366732]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite']"
20221019_5,2022-10-19 21:47:40.000000,2022-10-19 21:47:52.000000,4,282.0236137608469,"[282.82719731820094, 282.6440146740036, 281.6507769439994, 280.97246610718366]",0.3242712576031389,"[0.3240624909721776, 0.3264133634137142, 0.3229702756814878, 0.323638900345176]",0.40814221470795636,0.4204956066358372,0.3852817326617775,"[0.4153528965755194, 0.3852817326617775, 0.4114386229586913, 0.4204956066358372]",0.00827458222844705,0.0099728754569326,0.0074259905405062,"[0.0081944349415295, 0.0074259905405062, 0.0075050279748199, 0.0099728754569326]",-2.963,0.32901504943375537,"[0.3288032287379788, 0.3311884922925774, 0.3276950353368282, 0.3283734413676372]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite']"
20221019_6,2022-10-19 21:54:24.000000,2022-10-19 21:54:48.000000,7,290.01619115707166,"[291.01216017510086, 291.01216017510086, 291.2204385443098, 289.7602021361652, 289.7275628853034, 289.098020069381, 288.2827941141405]",0.3319919974440376,"[0.3361086912542663, 0.3361086912542663, 0.3347650891955552, 0.3309985053774632, 0.3297032445283471, 0.329422293252648, 0.3268374672457173]",0.4799322768801021,0.545458378580324,0.4103147335848635,"[0.4103147335848635, 0.4444295161287899, 0.4813598303912165, 0.545458378580324, 0.4691878680530917, 0.5257519577954868, 0.4830236536269423]",0.005865142441971186,0.0084816658578963,0.0036280381514167,"[0.0036280381514167, 0.0036280381514167, 0.0038424929702389, 0.0075373608730297, 0.0066451025273383, 0.0072932985624617, 0.0084816658578963]",-2.963,0.33684873663500386,"[0.3410256539094102, 0.3410256539094102, 0.33966239618181, 0.3358407106884179, 0.3345265013580828, 0.3342414400222559, 0.33161880037564]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite']"
20221019_7,2022-10-19 21:55:16.000000,2022-10-19 21:55:20.000000,2,288.4543318798119,"[288.1779995895561, 288.73066417006766]",0.3221094875833671,"[0.3211898184228242, 0.3230291567439101]",0.49902731720675775,0.4998451968072325,0.498209437606283,"[0.4998451968072325, 0.498209437606283]",0.0076032921948006,0.0078414693058043,0.0073651150837969,"[0.0073651150837969, 0.0078414693058043]",-2.963,0.3268216546963467,"[0.3258885316173686, 0.3277547777753248]",Kite,Kite,1,"['Kite', 'Kite']"
20221019_8,2022-10-19 22:25:32.000000,2022-10-19 22:25:36.000000,2,289.6435116737375,"[289.8498863441277, 289.4371370033474]",0.3268474051012995,"[0.3262918843632204, 0.3274029258393787]",0.5514928149490784,0.557783291497464,0.5452023384006929,"[0.557783291497464, 0.5452023384006929]",0.00598657387944905,0.0065620602398056,0.0054110875190925,"[0.0054110875190925, 0.0065620602398056]",-2.743,0.3314939514552243,"[0.3309305332921702, 0.3320573696182785]",Kite,Kite,1,"['Kite', 'Kite']"
20221019_9,2022-10-19 22:33:08.000000,2022-10-19 22:33:48.000000,11,290.24855122224994,"[290.3910422292756, 291.1717731266812, 291.1717731266812, 291.14248107774324, 291.14248107774324, 291.14248107774324, 289.8586898379435, 290.1947678067773, 290.1947678067773, 288.8849872533672, 287.4388190240163]",0.3312096881928637,"[0.3336122097001121, 0.3348573313131232, 0.3348573313131232, 0.3319350444794406, 0.3319350444794406, 0.3319350444794406, 0.3301011620683325, 0.3292492474819285, 0.3292492474819285, 0.325278059249954, 0.330296848074677]",0.5751466196052714,0.6544201250870334,0.3967585240195505,"[0.3967585240195505, 0.5202270471079521, 0.5382659600678177, 0.5929413043352217, 0.628104503190448, 0.6544201250870334, 0.6169473436993774, 0.6073777617642248, 0.6043958909194743, 0.5918404829597569, 0.5753338725071284]",0.006047239613030064,0.0078484124365507,0.0036891435489226,"[0.0069978222429421, 0.0036891435489226, 0.0036891435489226, 0.0045276808184484, 0.0045276808184484, 0.0045276808184484, 0.0077279537751762, 0.0078484124365507, 0.0078484124365507, 0.0073153762086149, 0.0078203290903057]",-2.789,0.33594682571387036,"[0.3383837093644458, 0.3396466393705127, 0.3396466393705127, 0.3366825564327291, 0.3366825564327291, 0.3366825564327291, 0.3348224448577757, 0.3339583457348203, 0.3339583457348203, 0.3299303594518005, 0.3350209296696987]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite']"
20221020_1,2022-10-20 02:26:00.000000,2022-10-20 02:26:08.000000,3,290.3397057765332,"[289.5610455373399, 290.7290358961298, 290.7290358961298]",0.3356614430358656,"[0.3356135159922194, 0.3356854065576887, 0.3356854065576887]",0.8398787123122643,0.8664588516806357,0.8079241062799094,"[0.8079241062799094, 0.8452531789762477, 0.8664588516806357]",0.005701632645008434,0.0078991228148169,0.0046028875601042,"[0.0078991228148169, 0.0046028875601042, 0.0046028875601042]",-2.36,0.34019245577523144,"[0.340143881776, 0.3402167427748472, 0.3402167427748472]",Kite,Kite,1,"['Kite', 'Kite', 'Kite']"
20221020_10,2022-10-20 07:14:16.000000,2022-10-20 07:14:20.000000,2,288.77468964978146,"[288.88875419133456, 288.6606251082284]",0.3299285503783454,"[0.3312534690349608, 0.32860363172173]",0.5543367417348835,0.5601156173549353,0.5485578661148315,"[0.5601156173549353, 0.5485578661148315]",0.0086494291555421,0.0092950167179915,0.0080038415930927,"[0.0080038415930927, 0.0092950167179915]",-2.797,0.33465231561216585,"[0.3359962038447109, 0.3333084273796208]",Kite,Kite,1,"['Kite', 'Kite']"
20221020_11,2022-10-20 08:41:08.000000,2022-10-20 08:41:12.000000,2,289.2447612667562,"[289.30490975146995, 289.18461278204245]",0.3216667873897951,"[0.3199591621823597, 0.3233744125972305]",0.5495450992945724,0.5514174680956863,0.5476727304934585,"[0.5476727304934585, 0.5514174680956863]",0.01005172863801285,0.0108097115418762,0.0092937457341495,"[0.0108097115418762, 0.0092937457341495]",-1.71,0.3256183193802562,"[0.3238897167642122, 0.3273469219963003]",Kite,Kite,1,"['Kite', 'Kite']"
20221020_12,2022-10-20 09:03:24.000000,2022-10-20 09:03:24.000000,1,290.1981595006864,[290.1981595006864],0.3291167138669063,[0.3291167138669063],0.4439962415641203,0.4439962415641203,0.4439962415641203,[0.4439962415641203],0.0067727726042519,0.0067727726042519,0.0067727726042519,[0.0067727726042519],-1.739,0.3331775632797883,[0.3331775632797883],Kite,Kite,1,['Kite']
20221020_2,2022-10-20 02:26:20.000000,2022-10-20 02:27:24.000000,14,285.8112400946908,"[289.7581247138601, 289.3287920031243, 288.0895483138694, 286.3019123464059, 284.6607278342069, 284.23116980263785, 283.5546501174224, 283.3639701794358, 283.82817479962523, 283.372096553867, 286.3674479668414, 286.80275399811086, 287.46389296246946, 284.2340997337941]",0.32673783257795963,"[0.3338057640521757, 0.3346475896023601, 0.327355069566673, 0.3272126715969669, 0.3256632237558379, 0.3262490887231385, 0.3270492248846641, 0.3245933286538979, 0.3228016270920644, 0.3260524772284955, 0.3248085138477647, 0.3240331025433619, 0.3230355310142153, 0.3270224435298196]",0.746415510176747,0.846216164168617,0.5433971890089377,"[0.8303811183505093, 0.808981356024951, 0.7802862593244857, 0.7397873637729144, 0.7717101464081471, 0.8052192722203366, 0.8171203731502665, 0.838344438826779, 0.846216164168617, 0.724207404573537, 0.6580523276221604, 0.6446054759371659, 0.6415082530856506, 0.5433971890089377]",0.008088892698241935,0.0091410760312722,0.0068312486348064,"[0.0071946574159739, 0.0074553502195133, 0.0079753157451427, 0.0072459637576244, 0.0089724180015984, 0.0091410760312722, 0.0087445892363993, 0.0082906945692685, 0.0080135680526502, 0.0084790470529831, 0.0068312486348064, 0.00774884531976, 0.0087361355187169, 0.0084155882196778]",-2.36,0.33114838765528304,"[0.3383117274291864, 0.3391649165791268, 0.3317739565770113, 0.3316296364115088, 0.3300592729482469, 0.3306530463652234, 0.3314639833715178, 0.3289749355907627, 0.3271590482823376, 0.3304537808595064, 0.3291930255175828, 0.328407147123285, 0.3273961096170333, 0.3314368405016333]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite']"
20221020_3,2022-10-20 03:02:24.000000,2022-10-20 03:02:40.000000,4,290.3969564608708,"[290.764187212472, 290.764187212472, 290.29079133663765, 289.76866008190166]",0.33617775057425664,"[0.3361581706510838, 0.3361581706510838, 0.33709583718453, 0.335298823810329]",0.570362604904498,0.6077331957007809,0.5531931179810856,"[0.6077331957007809, 0.5667373634637011, 0.5537867424724243, 0.5531931179810856]",0.008042943847262425,0.0084083128166907,0.007435967574534,"[0.0084083128166907, 0.0084083128166907, 0.0079191821811343, 0.007435967574534]",-2.413,0.3407490807785852,"[0.3407292346084818, 0.3407292346084818, 0.3416796514900359, 0.3398582024073412]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite']"
20221020_4,2022-10-20 04:33:08.000000,2022-10-20 04:33:56.000000,13,282.2813277556378,"[284.6046265254237, 283.64298903193543, 283.64298903193543, 283.64298903193543, 283.64298903193543, 283.64298903193543, 282.3760836048569, 281.4140835565132, 280.8060168262721, 280.5603762876369, 280.5603762876369, 280.5603762876369, 280.5603762876369]",0.32880100170658644,"[0.3311555714523737, 0.3324665990886101, 0.3324665990886101, 0.3324665990886101, 0.3324665990886101, 0.3324665990886101, 0.3310606229991749, 0.3253646751826217, 0.3247756988483066, 0.3249308645650242, 0.3249308645650242, 0.3249308645650242, 0.3249308645650242]",0.724591582298938,0.7637864015172787,0.5788497303103376,"[0.5788497303103376, 0.7142220348953191, 0.751306431272679, 0.7637864015172787, 0.7461681202338092, 0.7527166755445526, 0.7468275550595889, 0.7617456684502918, 0.7569553993796727, 0.7559886305260188, 0.7506664318641222, 0.7072671276274811, 0.6331903632050425]",0.006544569318060885,0.0086310820828458,0.0043058081782749,"[0.0043058081782749, 0.0048555456476013, 0.0048555456476013, 0.0048555456476013, 0.0048555456476013, 0.0048555456476013, 0.00800994706638, 0.0086310820828458, 0.0086018954358791, 0.0078132350333513, 0.0078132350333513, 0.0078132350333513, 0.0078132350333513]",-2.372,0.3332467909669762,"[0.3356331973581334, 0.3369619516818039, 0.3369619516818039, 0.3369619516818039, 0.3369619516818039, 0.3369619516818039, 0.3355369650864203, 0.3297640011309286, 0.3291670611205659, 0.3293243248664056, 0.3293243248664056, 0.3293243248664056, 0.3293243248664056]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite']"
20221020_5,2022-10-20 04:42:32.000000,2022-10-20 04:42:56.000000,7,281.1089360169538,"[281.2232368792614, 281.2232368792614, 280.9939908715714, 280.9939908715714, 280.9939908715714, 280.9939908715714, 281.3401148738681]",0.3244501876811861,"[0.3250034522182156, 0.3250034522182156, 0.3245058193999535, 0.3245058193999535, 0.3245058193999535, 0.3245058193999535, 0.3231211317320575]",0.6607621023858936,0.7070145443916298,0.6074345185117591,"[0.6326580268956444, 0.6577241428010955, 0.7070145443916298, 0.6715919090493192, 0.6758681415717315, 0.6730434334800758, 0.6074345185117591]",0.0074041985940951,0.0076356434356522,0.007042029227332,"[0.007042029227332, 0.007042029227332, 0.0076356434356522, 0.0076356434356522, 0.0076356434356522, 0.0076356434356522, 0.0072027579613929]",-2.091,0.328666655877249,"[0.3292271104927958, 0.3292271104927958, 0.3287230105710116, 0.3287230105710116, 0.3287230105710116, 0.3287230105710116, 0.327320327871105]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite']"
20221020_6,2022-10-20 06:41:24.000000,2022-10-20 06:42:12.000000,12,289.462249388928,"[289.3936770409317, 290.4752167259248, 290.7290358961298, 290.7290358961298, 290.0694738778336, 289.4108323265427, 289.00256076641114, 289.31020871235216, 288.8879551262163, 288.3962386992073, 288.3721686243239, 288.77058897513245]",0.33025863939021755,"[0.3289711410239284, 0.3346523052848066, 0.3356854065576887, 0.3356854065576887, 0.3328030755350821, 0.326653551777457, 0.3264582403629887, 0.3284966893851928, 0.3321477476759971, 0.3280678112697783, 0.3265232884744562, 0.3269590087775462]",0.5426124789078869,0.6244092524734502,0.4207047635950298,"[0.4207047635950298, 0.4248858618326765, 0.5220271506765545, 0.5461758835073347, 0.5422511952167894, 0.5548518857454413, 0.5258887171325551, 0.6019718983651221, 0.616002322479201, 0.6244092524734502, 0.5753735458947992, 0.5568072699756896]",0.006374937806593925,0.0082398398890294,0.0043876888546704,"[0.0068734949452307, 0.0043876888546704, 0.0046028875601042, 0.0046028875601042, 0.0065906658467605, 0.0062840770533558, 0.0053084721128031, 0.0062938646791507, 0.007150367903323, 0.0082207606102723, 0.0079442466643228, 0.0082398398890294]",-2.732,0.3349468680708311,"[0.3336410928571043, 0.3394029048105798, 0.3404506716044804, 0.3404506716044804, 0.3375274240838462, 0.3312906039765908, 0.3310925199940024, 0.3331599060795563, 0.3368627934344698, 0.3327249397700983, 0.3311584915042412, 0.3316003971305234]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite']"
20221020_7,2022-10-20 07:00:20.000000,2022-10-20 07:00:32.000000,4,281.02635556017447,"[281.4794703944914, 281.19004307873394, 281.0764043187908, 280.3595044486818]",0.3237258856679289,"[0.3187476795487012, 0.3261410698072213, 0.3236951920228681, 0.3263196012929251]",0.5888684386741648,0.6170350713410037,0.5424183592644034,"[0.6170350713410037, 0.6058105542088377, 0.5902097698824146, 0.5424183592644034]",0.00859385730631605,0.0097781768189684,0.0074479297959301,"[0.0074479297959301, 0.0084853627851294, 0.0086639598252363, 0.0097781768189684]",-2.817,0.3283729903087062,"[0.3233233217399691, 0.3308228445621876, 0.3283418560545167, 0.3310039388781514]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite']"
20221020_8,2022-10-20 07:03:40.000000,2022-10-20 07:04:00.000000,6,281.2709924831816,"[281.645728661282, 281.4708325109124, 281.4708325109124, 281.23909246417287, 281.23909246417287, 280.5603762876369]",0.32384915875210113,"[0.3238346858432621, 0.3228241379684436, 0.3228241379684436, 0.3243405630837167, 0.3243405630837167, 0.3249308645650242]",0.6598894170722874,0.6914462627495989,0.5909714043212604,"[0.6914462627495989, 0.6650421897086167, 0.6795756359476081, 0.6702235106399093, 0.6620774990667313, 0.5909714043212604]",0.007771404584899467,0.0083124495963846,0.0072751679869527,"[0.0076399573093709, 0.0072751679869527, 0.0072751679869527, 0.0083124495963846, 0.0083124495963846, 0.0078132350333513]",-2.797,0.32848588205283064,"[0.3284712019275396, 0.3274461854930506, 0.3274461854930506, 0.3289843220856451, 0.3289843220856451, 0.329583075232053]",Kite,Kite,1,"['Kite', 'Kite', 'Kite', 'Kite', 'Kite', 'Kite']"
